Extract Name	Protocol Ref	Assay Name	Protocol Ref	Data Transformation Name
TgCkBr208 (DNA extract)	RFLP assay	TgCkBr208 (RFLP assay)	data transformation	TgCkBr208 (RFLPGenotype)
TgCkBr188 (DNA extract)	RFLP assay	TgCkBr188 (RFLP assay)	data transformation	TgCkBr188 (RFLPGenotype)
TgCkBr189 (DNA extract)	RFLP assay	TgCkBr189 (RFLP assay)	data transformation	TgCkBr189 (RFLPGenotype)
TgCkBr190 (DNA extract)	RFLP assay	TgCkBr190 (RFLP assay)	data transformation	TgCkBr190 (RFLPGenotype)
TgCkBr191 (DNA extract)	RFLP assay	TgCkBr191 (RFLP assay)	data transformation	TgCkBr191 (RFLPGenotype)
TgCkBr192 (DNA extract)	RFLP assay	TgCkBr192 (RFLP assay)	data transformation	TgCkBr192 (RFLPGenotype)
TgCkBr193 (DNA extract)	RFLP assay	TgCkBr193 (RFLP assay)	data transformation	TgCkBr193 (RFLPGenotype)
TgCkBr197 (DNA extract)	RFLP assay	TgCkBr197 (RFLP assay)	data transformation	TgCkBr197 (RFLPGenotype)
TgCkCo4 (DNA extract)	RFLP assay	TgCkCo4 (RFLP assay)	data transformation	TgCkCo4 (RFLPGenotype)
TgCkCo17 (DNA extract)	RFLP assay	TgCkCo17 (RFLP assay)	data transformation	TgCkCo17 (RFLPGenotype)
TgCkCo22 (DNA extract)	RFLP assay	TgCkCo22 (RFLP assay)	data transformation	TgCkCo22 (RFLPGenotype)
TgCkVe6 (DNA extract)	RFLP assay	TgCkVe6 (RFLP assay)	data transformation	TgCkVe6 (RFLPGenotype)
TgCkGr17 (DNA extract)	RFLP assay	TgCkGr17 (RFLP assay)	data transformation	TgCkGr17 (RFLPGenotype)
TgCkGr18 (DNA extract)	RFLP assay	TgCkGr18 (RFLP assay)	data transformation	TgCkGr18 (RFLPGenotype)
TgCkCo9 (DNA extract)	RFLP assay	TgCkCo9 (RFLP assay)	data transformation	TgCkCo9 (RFLPGenotype)
TgCkPe5 (DNA extract)	RFLP assay	TgCkPe5 (RFLP assay)	data transformation	TgCkPe5 (RFLPGenotype)
TgCkGa01 (DNA extract)	RFLP assay	TgCkGa01 (RFLP assay)	data transformation	TgCkGa01 (RFLPGenotype)
TgCkGa04 (DNA extract)	RFLP assay	TgCkGa04 (RFLP assay)	data transformation	TgCkGa04 (RFLPGenotype)
TgDgBr11 (DNA extract)	RFLP assay	TgDgBr11 (RFLP assay)	data transformation	TgDgBr11 (RFLPGenotype)
TgDgBr3 (DNA extract)	RFLP assay	TgDgBr3 (RFLP assay)	data transformation	TgDgBr3 (RFLPGenotype)
TgDgBr7 (DNA extract)	RFLP assay	TgDgBr7 (RFLP assay)	data transformation	TgDgBr7 (RFLPGenotype)
TgDgBr4 (DNA extract)	RFLP assay	TgDgBr4 (RFLP assay)	data transformation	TgDgBr4 (RFLPGenotype)
TgDgBr12 (DNA extract)	RFLP assay	TgDgBr12 (RFLP assay)	data transformation	TgDgBr12 (RFLPGenotype)
TgDgCo4 (DNA extract)	RFLP assay	TgDgCo4 (RFLP assay)	data transformation	TgDgCo4 (RFLPGenotype)
TgDgBr1 (DNA extract)	RFLP assay	TgDgBr1 (RFLP assay)	data transformation	TgDgBr1 (RFLPGenotype)
TgDgBr13 (DNA extract)	RFLP assay	TgDgBr13 (RFLP assay)	data transformation	TgDgBr13 (RFLPGenotype)
TgDgBr19 (DNA extract)	RFLP assay	TgDgBr19 (RFLP assay)	data transformation	TgDgBr19 (RFLPGenotype)
TgDgCo9 (DNA extract)	RFLP assay	TgDgCo9 (RFLP assay)	data transformation	TgDgCo9 (RFLPGenotype)
TgDgCo12 (DNA extract)	RFLP assay	TgDgCo12 (RFLP assay)	data transformation	TgDgCo12 (RFLPGenotype)
TgDgCo15 (DNA extract)	RFLP assay	TgDgCo15 (RFLP assay)	data transformation	TgDgCo15 (RFLPGenotype)
TgDgCo18 (DNA extract)	RFLP assay	TgDgCo18 (RFLP assay)	data transformation	TgDgCo18 (RFLPGenotype)
TgDgCo3 (DNA extract)	RFLP assay	TgDgCo3 (RFLP assay)	data transformation	TgDgCo3 (RFLPGenotype)
TgDgCo19 (DNA extract)	RFLP assay	TgDgCo19 (RFLP assay)	data transformation	TgDgCo19 (RFLPGenotype)
TgDgCo1 (DNA extract)	RFLP assay	TgDgCo1 (RFLP assay)	data transformation	TgDgCo1 (RFLPGenotype)
TgDgCo2 (DNA extract)	RFLP assay	TgDgCo2 (RFLP assay)	data transformation	TgDgCo2 (RFLPGenotype)
TgDgCo10 (DNA extract)	RFLP assay	TgDgCo10 (RFLP assay)	data transformation	TgDgCo10 (RFLPGenotype)
TgDgCo20 (DNA extract)	RFLP assay	TgDgCo20 (RFLP assay)	data transformation	TgDgCo20 (RFLPGenotype)
TgDgBr8 (DNA extract)	RFLP assay	TgDgBr8 (RFLP assay)	data transformation	TgDgBr8 (RFLPGenotype)
TgDgBr9 (DNA extract)	RFLP assay	TgDgBr9 (RFLP assay)	data transformation	TgDgBr9 (RFLPGenotype)
TgDgBr10 (DNA extract)	RFLP assay	TgDgBr10 (RFLP assay)	data transformation	TgDgBr10 (RFLPGenotype)
TgDgBr5 (DNA extract)	RFLP assay	TgDgBr5 (RFLP assay)	data transformation	TgDgBr5 (RFLPGenotype)
TgDgCo17 (DNA extract)	RFLP assay	TgDgCo17 (RFLP assay)	data transformation	TgDgCo17 (RFLPGenotype)
TgDgCo5 (DNA extract)	RFLP assay	TgDgCo5 (RFLP assay)	data transformation	TgDgCo5 (RFLPGenotype)
TgDgCo6 (DNA extract)	RFLP assay	TgDgCo6 (RFLP assay)	data transformation	TgDgCo6 (RFLPGenotype)
TgDgCo11 (DNA extract)	RFLP assay	TgDgCo11 (RFLP assay)	data transformation	TgDgCo11 (RFLPGenotype)
TgDgCo8 (DNA extract)	RFLP assay	TgDgCo8 (RFLP assay)	data transformation	TgDgCo8 (RFLPGenotype)
TgDgCo14 (DNA extract)	RFLP assay	TgDgCo14 (RFLP assay)	data transformation	TgDgCo14 (RFLPGenotype)
TgDgCo16 (DNA extract)	RFLP assay	TgDgCo16 (RFLP assay)	data transformation	TgDgCo16 (RFLPGenotype)
TgDgBr6 (DNA extract)	RFLP assay	TgDgBr6 (RFLP assay)	data transformation	TgDgBr6 (RFLPGenotype)
TgDgBr17 (DNA extract)	RFLP assay	TgDgBr17 (RFLP assay)	data transformation	TgDgBr17 (RFLPGenotype)
TgDgBr14 (DNA extract)	RFLP assay	TgDgBr14 (RFLP assay)	data transformation	TgDgBr14 (RFLPGenotype)
TgDgBr15 (DNA extract)	RFLP assay	TgDgBr15 (RFLP assay)	data transformation	TgDgBr15 (RFLPGenotype)
TgDgBr2 (DNA extract)	RFLP assay	TgDgBr2 (RFLP assay)	data transformation	TgDgBr2 (RFLPGenotype)
TgDgBr16 (DNA extract)	RFLP assay	TgDgBr16 (RFLP assay)	data transformation	TgDgBr16 (RFLPGenotype)
TgDgMx2 (DNA extract)	RFLP assay	TgDgMx2 (RFLP assay)	data transformation	TgDgMx2 (RFLPGenotype)
TgDgMx1 (DNA extract)	RFLP assay	TgDgMx1 (RFLP assay)	data transformation	TgDgMx1 (RFLPGenotype)
TgDgMxTgDgMx3 (DNA extract)	RFLP assay	TgDgMxTgDgMx3 (RFLP assay)	data transformation	TgDgMxTgDgMx3 (RFLPGenotype)
TgDgCo13 (DNA extract)	RFLP assay	TgDgCo13 (RFLP assay)	data transformation	TgDgCo13 (RFLPGenotype)
PBr (DNA extract)	RFLP assay	PBr (RFLP assay)	data transformation	PBr (RFLPGenotype)
TgDgBr18 (DNA extract)	RFLP assay	TgDgBr18 (RFLP assay)	data transformation	TgDgBr18 (RFLPGenotype)
TgDgCo7 (DNA extract)	RFLP assay	TgDgCo7 (RFLP assay)	data transformation	TgDgCo7 (RFLPGenotype)
TgSdCr1 (DNA extract)	RFLP assay	TgSdCr1 (RFLP assay)	data transformation	TgSdCr1 (RFLPGenotype)
G622M (DNA extract)	RFLP assay	G622M (RFLP assay)	data transformation	G622M (RFLPGenotype)
TgGtBr2 (DNA extract)	RFLP assay	TgGtBr2 (RFLP assay)	data transformation	TgGtBr2 (RFLPGenotype)
TgGtBr3 (DNA extract)	RFLP assay	TgGtBr3 (RFLP assay)	data transformation	TgGtBr3 (RFLPGenotype)
TgGtBr4 (DNA extract)	RFLP assay	TgGtBr4 (RFLP assay)	data transformation	TgGtBr4 (RFLPGenotype)
TgGtBr9 (DNA extract)	RFLP assay	TgGtBr9 (RFLP assay)	data transformation	TgGtBr9 (RFLPGenotype)
TgGtBr10 (DNA extract)	RFLP assay	TgGtBr10 (RFLP assay)	data transformation	TgGtBr10 (RFLPGenotype)
TgGtBr8 (DNA extract)	RFLP assay	TgGtBr8 (RFLP assay)	data transformation	TgGtBr8 (RFLPGenotype)
TgGtBr1 (DNA extract)	RFLP assay	TgGtBr1 (RFLP assay)	data transformation	TgGtBr1 (RFLPGenotype)
TgGtBr6 (DNA extract)	RFLP assay	TgGtBr6 (RFLP assay)	data transformation	TgGtBr6 (RFLPGenotype)
TgGtBr7 (DNA extract)	RFLP assay	TgGtBr7 (RFLP assay)	data transformation	TgGtBr7 (RFLPGenotype)
TgGtBr12 (DNA extract)	RFLP assay	TgGtBr12 (RFLP assay)	data transformation	TgGtBr12 (RFLPGenotype)
TgGtBr5 (DNA extract)	RFLP assay	TgGtBr5 (RFLP assay)	data transformation	TgGtBr5 (RFLPGenotype)
TgNmBr1 (DNA extract)	RFLP assay	TgNmBr1 (RFLP assay)	data transformation	TgNmBr1 (RFLPGenotype)
534N (DNA extract)	RFLP assay	534N (RFLP assay)	data transformation	534N (RFLPGenotype)
OH3 (DNA extract)	RFLP assay	OH3 (RFLP assay)	data transformation	OH3 (RFLPGenotype)
ATIH (DNA extract)	RFLP assay	ATIH (RFLP assay)	data transformation	ATIH (RFLPGenotype)
IPP-BAT (DNA extract)	RFLP assay	IPP-BAT (RFLP assay)	data transformation	IPP-BAT (RFLPGenotype)
PSP-ERO_WGA (DNA extract)	RFLP assay	PSP-ERO_WGA (RFLP assay)	data transformation	PSP-ERO_WGA (RFLPGenotype)
GUY-KOE (DNA extract)	RFLP assay	GUY-KOE (RFLP assay)	data transformation	GUY-KOE (RFLPGenotype)
VAND (DNA extract)	RFLP assay	VAND (RFLP assay)	data transformation	VAND (RFLPGenotype)
477Co (DNA extract)	RFLP assay	477Co (RFLP assay)	data transformation	477Co (RFLPGenotype)
244N (DNA extract)	RFLP assay	244N (RFLP assay)	data transformation	244N (RFLPGenotype)
262N (DNA extract)	RFLP assay	262N (RFLP assay)	data transformation	262N (RFLPGenotype)
331N (DNA extract)	RFLP assay	331N (RFLP assay)	data transformation	331N (RFLPGenotype)
384N (DNA extract)	RFLP assay	384N (RFLP assay)	data transformation	384N (RFLPGenotype)
581N (DNA extract)	RFLP assay	581N (RFLP assay)	data transformation	581N (RFLPGenotype)
692N (DNA extract)	RFLP assay	692N (RFLP assay)	data transformation	692N (RFLPGenotype)
704N (DNA extract)	RFLP assay	704N (RFLP assay)	data transformation	704N (RFLPGenotype)
527N (DNA extract)	RFLP assay	527N (RFLP assay)	data transformation	527N (RFLPGenotype)
176Co (DNA extract)	RFLP assay	176Co (RFLP assay)	data transformation	176Co (RFLPGenotype)
539O (DNA extract)	RFLP assay	539O (RFLP assay)	data transformation	539O (RFLPGenotype)
571O (DNA extract)	RFLP assay	571O (RFLP assay)	data transformation	571O (RFLPGenotype)
441N (DNA extract)	RFLP assay	441N (RFLP assay)	data transformation	441N (RFLPGenotype)
508N (DNA extract)	RFLP assay	508N (RFLP assay)	data transformation	508N (RFLPGenotype)
358N (DNA extract)	RFLP assay	358N (RFLP assay)	data transformation	358N (RFLPGenotype)
607O (DNA extract)	RFLP assay	607O (RFLP assay)	data transformation	607O (RFLPGenotype)
616O (DNA extract)	RFLP assay	616O (RFLP assay)	data transformation	616O (RFLPGenotype)
622O (DNA extract)	RFLP assay	622O (RFLP assay)	data transformation	622O (RFLPGenotype)
180N (DNA extract)	RFLP assay	180N (RFLP assay)	data transformation	180N (RFLPGenotype)
GUY-MAT (DNA extract)	RFLP assay	GUY-MAT (RFLP assay)	data transformation	GUY-MAT (RFLPGenotype)
GUY-DOS (DNA extract)	RFLP assay	GUY-DOS (RFLP assay)	data transformation	GUY-DOS (RFLPGenotype)
RUB (DNA extract)	RFLP assay	RUB (RFLP assay)	data transformation	RUB (RFLPGenotype)
GUY-BAS1 (DNA extract)	RFLP assay	GUY-BAS1 (RFLP assay)	data transformation	GUY-BAS1 (RFLPGenotype)
GUY-2004-JAG1 (DNA extract)	RFLP assay	GUY-2004-JAG1 (RFLP assay)	data transformation	GUY-2004-JAG1 (RFLPGenotype)
TgJagBr1 (DNA extract)	RFLP assay	TgJagBr1 (RFLP assay)	data transformation	TgJagBr1 (RFLPGenotype)
TgRhHmBr1 (DNA extract)	RFLP assay	TgRhHmBr1 (RFLP assay)	data transformation	TgRhHmBr1 (RFLPGenotype)
ENVL-MAC (DNA extract)	RFLP assay	ENVL-MAC (RFLP assay)	data transformation	ENVL-MAC (RFLPGenotype)
TgMmBr03 (DNA extract)	RFLP assay	TgMmBr03 (RFLP assay)	data transformation	TgMmBr03 (RFLPGenotype)
TgOpBr1 (DNA extract)	RFLP assay	TgOpBr1 (RFLP assay)	data transformation	TgOpBr1 (RFLPGenotype)
S11 (DNA extract)	RFLP assay	S11 (RFLP assay)	data transformation	S11 (RFLPGenotype)
TgPigeonMx1 (DNA extract)	RFLP assay	TgPigeonMx1 (RFLP assay)	data transformation	TgPigeonMx1 (RFLPGenotype)
TgRabbitBr2 (DNA extract)	RFLP assay	TgRabbitBr2 (RFLP assay)	data transformation	TgRabbitBr2 (RFLPGenotype)
TgRabbitBr1 (DNA extract)	RFLP assay	TgRabbitBr1 (RFLP assay)	data transformation	TgRabbitBr1 (RFLPGenotype)
TgRrBr09 (DNA extract)	RFLP assay	TgRrBr09 (RFLP assay)	data transformation	TgRrBr09 (RFLPGenotype)
TgRtBr1 (DNA extract)	RFLP assay	TgRtBr1 (RFLP assay)	data transformation	TgRtBr1 (RFLPGenotype)
TgOvBr2 (DNA extract)	RFLP assay	TgOvBr2 (RFLP assay)	data transformation	TgOvBr2 (RFLPGenotype)
TgOvBr5 (DNA extract)	RFLP assay	TgOvBr5 (RFLP assay)	data transformation	TgOvBr5 (RFLPGenotype)
TgShBr8 (DNA extract)	RFLP assay	TgShBr8 (RFLP assay)	data transformation	TgShBr8 (RFLPGenotype)
TgShBr9 (DNA extract)	RFLP assay	TgShBr9 (RFLP assay)	data transformation	TgShBr9 (RFLPGenotype)
TgShBr10 (DNA extract)	RFLP assay	TgShBr10 (RFLP assay)	data transformation	TgShBr10 (RFLPGenotype)
TgShBr11 (DNA extract)	RFLP assay	TgShBr11 (RFLP assay)	data transformation	TgShBr11 (RFLPGenotype)
TgShBr15 (DNA extract)	RFLP assay	TgShBr15 (RFLP assay)	data transformation	TgShBr15 (RFLPGenotype)
TgOvBr3 (DNA extract)	RFLP assay	TgOvBr3 (RFLP assay)	data transformation	TgOvBr3 (RFLPGenotype)
CASTELLS (DNA extract)	RFLP assay	CASTELLS (RFLP assay)	data transformation	CASTELLS (RFLPGenotype)
TgOvBr1 (DNA extract)	RFLP assay	TgOvBr1 (RFLP assay)	data transformation	TgOvBr1 (RFLPGenotype)
TgOvBr6 (DNA extract)	RFLP assay	TgOvBr6 (RFLP assay)	data transformation	TgOvBr6 (RFLPGenotype)
TgOvBr4 (DNA extract)	RFLP assay	TgOvBr4 (RFLP assay)	data transformation	TgOvBr4 (RFLPGenotype)
TgShBr6 (DNA extract)	RFLP assay	TgShBr6 (RFLP assay)	data transformation	TgShBr6 (RFLPGenotype)
TgShBr7 (DNA extract)	RFLP assay	TgShBr7 (RFLP assay)	data transformation	TgShBr7 (RFLPGenotype)
TgShBr16 (DNA extract)	RFLP assay	TgShBr16 (RFLP assay)	data transformation	TgShBr16 (RFLPGenotype)
TgOvBr12 (DNA extract)	RFLP assay	TgOvBr12 (RFLP assay)	data transformation	TgOvBr12 (RFLPGenotype)
TgShBr1 (DNA extract)	RFLP assay	TgShBr1 (RFLP assay)	data transformation	TgShBr1 (RFLPGenotype)
TgShBr2 (DNA extract)	RFLP assay	TgShBr2 (RFLP assay)	data transformation	TgShBr2 (RFLPGenotype)
TgShBr3 (DNA extract)	RFLP assay	TgShBr3 (RFLP assay)	data transformation	TgShBr3 (RFLPGenotype)
TgShBr4 (DNA extract)	RFLP assay	TgShBr4 (RFLP assay)	data transformation	TgShBr4 (RFLPGenotype)
TgShBr12 (DNA extract)	RFLP assay	TgShBr12 (RFLP assay)	data transformation	TgShBr12 (RFLPGenotype)
TgShBr13 (DNA extract)	RFLP assay	TgShBr13 (RFLP assay)	data transformation	TgShBr13 (RFLPGenotype)
TgShBr14 (DNA extract)	RFLP assay	TgShBr14 (RFLP assay)	data transformation	TgShBr14 (RFLPGenotype)
TgShBr5 (DNA extract)	RFLP assay	TgShBr5 (RFLP assay)	data transformation	TgShBr5 (RFLPGenotype)
TgOvBr7 (DNA extract)	RFLP assay	TgOvBr7 (RFLP assay)	data transformation	TgOvBr7 (RFLPGenotype)
TgOvBr8 (DNA extract)	RFLP assay	TgOvBr8 (RFLP assay)	data transformation	TgOvBr8 (RFLPGenotype)
TgRsCr1 (DNA extract)	RFLP assay	TgRsCr1 (RFLP assay)	data transformation	TgRsCr1 (RFLPGenotype)
