sample_name	description			host_age	role	altitude	body_habitat	body_product	body_site	collection_timestamp	colony_tetracycline	country	depth	elevation	env_biome	env_feature	env_matter	host_common_name	host_subject_id	host_taxid	larval_tetracycline	latitude	longitude	sex
1064.H.GVR170	Sample 1064.H.GVR170 : Complete Head			1 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	07/11/2011	FALSE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	H.GVR170	7460	FALSE	18.22	-65.99	female
1064.Royal.Jelly.30	Sample 1064.Royal.Jelly.30 : Royal Jelly preserved and frozen					0	UBERON:multi-cellular organism	UBERON:secretion	UBERON:hypopharynx	01/01/2050	TRUE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Royal Jelly 30	7460	TRUE	18.22	-65.99	
1064.Royal.Jelly.36	Sample 1064.Royal.Jelly.36 : Royal Jelly preserved and frozen					0	UBERON:multi-cellular organism	UBERON:secretion	UBERON:hypopharynx	01/01/2050	TRUE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Royal Jelly 36	7460	TRUE	18.22	-65.99	
1064.Royal.Jelly.P4	Sample 1064.Royal.Jelly.P4 : Royal Jelly preserved and frozen					0	UBERON:multi-cellular organism	UBERON:secretion	UBERON:hypopharynx	01/01/2050	TRUE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Royal Jelly P4	7460	TRUE	18.22	-65.99	
1064.W.CJV177	Sample 1064.W.CJV177 : Whole Larval Body				larvae	0	UBERON:multi-cellular organism	UBERON:body	UBERON:body	07/11/2011	TRUE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	W-CJV177	7460	TRUE	18.22	-65.99	
1064.W.CJV178	Sample 1064.W.CJV178 : Whole Larval Body				larvae	0	UBERON:multi-cellular organism	UBERON:body	UBERON:body	07/11/2011	TRUE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	W-CJV178	7460	TRUE	18.22	-65.99	
1064.W.CJV179	Sample 1064.W.CJV179 : Whole Larval Body				larvae	0	UBERON:multi-cellular organism	UBERON:body	UBERON:body	07/11/2011	TRUE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	W-CJV179	7460	TRUE	18.22	-65.99	
1064.W.CJV180	Sample 1064.W.CJV180 : Whole Larval Body				larvae	0	UBERON:multi-cellular organism	UBERON:body	UBERON:body	07/11/2011	TRUE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	W-CJV180	7460	TRUE	18.22	-65.99	
1064.W.CJV181	Sample 1064.W.CJV181 : Whole Larval Body				larvae	0	UBERON:multi-cellular organism	UBERON:body	UBERON:body	07/11/2011	TRUE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	W-CJV181	7460	TRUE	18.22	-65.99	
1064.W.CJV182	Sample 1064.W.CJV182 : Whole Larval Body				larvae	0	UBERON:multi-cellular organism	UBERON:body	UBERON:body	07/11/2011	TRUE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	W-CJV182	7460	TRUE	18.22	-65.99	
1064.W.CJV183	Sample 1064.W.CJV183 : Whole Pupae body				pupae	0	UBERON:multi-cellular organism	UBERON:body	UBERON:body	07/11/2011	TRUE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	W-CJV183	7460	TRUE	18.22	-65.99	
1064.W.CJV184	Sample 1064.W.CJV184 : Whole Pupae body				pupae	0	UBERON:multi-cellular organism	UBERON:body	UBERON:body	07/11/2011	TRUE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	W-CJV184	7460	TRUE	18.22	-65.99	
1064.W.CJV185	Sample 1064.W.CJV185 : Whole Pupae body				pupae	0	UBERON:multi-cellular organism	UBERON:body	UBERON:body	07/11/2011	TRUE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	W-CJV185	7460	TRUE	18.22	-65.99	
1064.W.CJV186	Sample 1064.W.CJV186 : Whole Pupae body				pupae	0	UBERON:multi-cellular organism	UBERON:body	UBERON:body	07/11/2011	TRUE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	W-CJV186	7460	TRUE	18.22	-65.99	
1064.W.CJV187	Sample 1064.W.CJV187 : Whole Pupae body				pupae	0	UBERON:multi-cellular organism	UBERON:body	UBERON:body	07/11/2011	TRUE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	W-CJV187	7460	TRUE	18.22	-65.99	
1064.W.CJV188	Sample 1064.W.CJV188 : Whole Pupae body				pupae	0	UBERON:multi-cellular organism	UBERON:body	UBERON:body	07/11/2011	TRUE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	W-CJV188	7460	TRUE	18.22	-65.99	
1064.W.CJV215	Sample 1064.W.CJV215 : Whole Larval Body				larvae	0	UBERON:multi-cellular organism	UBERON:body	UBERON:body	07/16/2011	TRUE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	W-CJV215	7460	TRUE	18.22	-65.99	
1064.W.CJV216	Sample 1064.W.CJV216 : Whole Larval Body				larvae	0	UBERON:multi-cellular organism	UBERON:body	UBERON:body	07/16/2011	TRUE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	W-CJV216	7460	TRUE	18.22	-65.99	
1064.W.CJV217	Sample 1064.W.CJV217 : Whole Larval Body				larvae	0	UBERON:multi-cellular organism	UBERON:body	UBERON:body	07/16/2011	TRUE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	W-CJV217	7460	TRUE	18.22	-65.99	
1064.W.CJV218	Sample 1064.W.CJV218 : Whole Larval Body				larvae	0	UBERON:multi-cellular organism	UBERON:body	UBERON:body	07/16/2011	TRUE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	W-CJV218	7460	TRUE	18.22	-65.99	
1064.W.CJV219	Sample 1064.W.CJV219 : Whole Larval Body				larvae	0	UBERON:multi-cellular organism	UBERON:body	UBERON:body	07/16/2011	TRUE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	W-CJV219	7460	TRUE	18.22	-65.99	
1064.W.CJV220	Sample 1064.W.CJV220 : Whole Larval Body				larvae	0	UBERON:multi-cellular organism	UBERON:body	UBERON:body	07/16/2011	TRUE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	W-CJV220	7460	TRUE	18.22	-65.99	
1064.W.CJV221	Sample 1064.W.CJV221 : Whole Pupae body				pupae	0	UBERON:multi-cellular organism	UBERON:body	UBERON:body	07/16/2011	TRUE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	W-CJV221	7460	TRUE	18.22	-65.99	
1064.W.CJV222	Sample 1064.W.CJV222 : Whole Pupae body				pupae	0	UBERON:multi-cellular organism	UBERON:body	UBERON:body	07/16/2011	TRUE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	W-CJV222	7460	TRUE	18.22	-65.99	
1064.W.CJV223	Sample 1064.W.CJV223 : Whole Pupae body				pupae	0	UBERON:multi-cellular organism	UBERON:body	UBERON:body	07/16/2011	TRUE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	W-CJV223	7460	TRUE	18.22	-65.99	
1064.W.CJV224	Sample 1064.W.CJV224 : Whole Pupae body				pupae	0	UBERON:multi-cellular organism	UBERON:body	UBERON:body	07/16/2011	TRUE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	W-CJV224	7460	TRUE	18.22	-65.99	
1064.W.CJV225	Sample 1064.W.CJV225 : Whole Pupae body				pupae	0	UBERON:multi-cellular organism	UBERON:body	UBERON:body	07/16/2011	TRUE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	W-CJV225	7460	TRUE	18.22	-65.99	
1064.W.CJV226	Sample 1064.W.CJV226 : Whole Pupae body				pupae	0	UBERON:multi-cellular organism	UBERON:body	UBERON:body	07/16/2011	TRUE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	W-CJV226	7460	TRUE	18.22	-65.99	
1064.W.CV123	Sample 1064.W.CV123 : Whole Larval Body				larvae	0	UBERON:multi-cellular organism	UBERON:body	UBERON:body	01/01/2050	TRUE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	W-CV123	7460	TRUE	18.22	-65.99	
1064.W.CV124	Sample 1064.W.CV124 : Whole Larval Body				larvae	0	UBERON:multi-cellular organism	UBERON:body	UBERON:body	01/01/2050	TRUE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	W-CV124	7460	TRUE	18.22	-65.99	
1064.W.CV125	Sample 1064.W.CV125 : Whole Larval Body				larvae	0	UBERON:multi-cellular organism	UBERON:body	UBERON:body	01/01/2050	TRUE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	W-CV125	7460	TRUE	18.22	-65.99	
1064.W.CV126	Sample 1064.W.CV126 : Whole Larval Body				larvae	0	UBERON:multi-cellular organism	UBERON:body	UBERON:body	01/01/2050	TRUE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	W-CV126	7460	TRUE	18.22	-65.99	
1064.W.CV127	Sample 1064.W.CV127 : Whole Larval Body				larvae	0	UBERON:multi-cellular organism	UBERON:body	UBERON:body	01/01/2050	TRUE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	W-CV127	7460	TRUE	18.22	-65.99	
1064.W.CV128	Sample 1064.W.CV128 : Whole Larval Body				larvae	0	UBERON:multi-cellular organism	UBERON:body	UBERON:body	01/01/2050	TRUE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	W-CV128	7460	TRUE	18.22	-65.99	
1064.W.CV129	Sample 1064.W.CV129 : Whole Pupae body				pupae	0	UBERON:multi-cellular organism	UBERON:body	UBERON:body	01/01/2050	TRUE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	W-CV129	7460	TRUE	18.22	-65.99	
1064.W.CV130	Sample 1064.W.CV130 : Whole Pupae body				pupae	0	UBERON:multi-cellular organism	UBERON:body	UBERON:body	01/01/2050	TRUE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	W-CV130	7460	TRUE	18.22	-65.99	
1064.W.CV131	Sample 1064.W.CV131 : Whole Pupae body				pupae	0	UBERON:multi-cellular organism	UBERON:body	UBERON:body	01/01/2050	TRUE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	W-CV131	7460	TRUE	18.22	-65.99	
1064.W.CV132	Sample 1064.W.CV132 : Whole Pupae body				pupae	0	UBERON:multi-cellular organism	UBERON:body	UBERON:body	01/01/2050	TRUE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	W-CV132	7460	TRUE	18.22	-65.99	
1064.W.CV133	Sample 1064.W.CV133 : Whole Pupae body				pupae	0	UBERON:multi-cellular organism	UBERON:body	UBERON:body	01/01/2050	TRUE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	W-CV133	7460	TRUE	18.22	-65.99	
1064.W.CV134	Sample 1064.W.CV134 : Whole Pupae body				pupae	0	UBERON:multi-cellular organism	UBERON:body	UBERON:body	01/01/2050	TRUE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	W-CV134	7460	TRUE	18.22	-65.99	
1064.W.CV251	Sample 1064.W.CV251 : Whole Larval Body				larvae	0	UBERON:multi-cellular organism	UBERON:body	UBERON:body	07/11/2011	TRUE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	W-CV251	7460	TRUE	18.22	-65.99	
1064.W.CV252	Sample 1064.W.CV252 : Whole Larval Body				larvae	0	UBERON:multi-cellular organism	UBERON:body	UBERON:body	07/11/2011	TRUE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	W-CV252	7460	TRUE	18.22	-65.99	
1064.W.CV253	Sample 1064.W.CV253 : Whole Larval Body				larvae	0	UBERON:multi-cellular organism	UBERON:body	UBERON:body	07/11/2011	TRUE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	W-CV253	7460	TRUE	18.22	-65.99	
1064.W.CV254	Sample 1064.W.CV254 : Whole Larval Body				larvae	0	UBERON:multi-cellular organism	UBERON:body	UBERON:body	07/11/2011	TRUE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	W-CV254	7460	TRUE	18.22	-65.99	
1064.W.CV255	Sample 1064.W.CV255 : Whole Larval Body				larvae	0	UBERON:multi-cellular organism	UBERON:body	UBERON:body	07/11/2011	TRUE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	W-CV255	7460	TRUE	18.22	-65.99	
1064.W.CV256	Sample 1064.W.CV256 : Whole Larval Body				larvae	0	UBERON:multi-cellular organism	UBERON:body	UBERON:body	07/11/2011	TRUE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	W-CV256	7460	TRUE	18.22	-65.99	
1064.W.CV257	Sample 1064.W.CV257 : Whole Pupae body				pupae	0	UBERON:multi-cellular organism	UBERON:body	UBERON:body	07/11/2011	TRUE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	W-CV257	7460	TRUE	18.22	-65.99	
1064.W.CV258	Sample 1064.W.CV258 : Whole Pupae body				pupae	0	UBERON:multi-cellular organism	UBERON:body	UBERON:body	07/11/2011	TRUE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	W-CV258	7460	TRUE	18.22	-65.99	
1064.W.CV259	Sample 1064.W.CV259 : Whole Pupae body				pupae	0	UBERON:multi-cellular organism	UBERON:body	UBERON:body	07/11/2011	TRUE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	W-CV259	7460	TRUE	18.22	-65.99	
1064.W.CV260	Sample 1064.W.CV260 : Whole Pupae body				pupae	0	UBERON:multi-cellular organism	UBERON:body	UBERON:body	07/11/2011	TRUE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	W-CV260	7460	TRUE	18.22	-65.99	
1064.W.CV261	Sample 1064.W.CV261 : Whole Pupae body				pupae	0	UBERON:multi-cellular organism	UBERON:body	UBERON:body	07/11/2011	TRUE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	W-CV261	7460	TRUE	18.22	-65.99	
1064.W.CV262	Sample 1064.W.CV262 : Whole Pupae body				pupae	0	UBERON:multi-cellular organism	UBERON:body	UBERON:body	07/11/2011	TRUE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	W-CV262	7460	TRUE	18.22	-65.99	
1064.W.CV269	Sample 1064.W.CV269 : Whole Pupae body				pupae	0	UBERON:multi-cellular organism	UBERON:body	UBERON:body	12/18/2011	TRUE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	W-CV269	7460	TRUE	18.22	-65.99	
1064.W.CV270	Sample 1064.W.CV270 : Whole Pupae body				pupae	0	UBERON:multi-cellular organism	UBERON:body	UBERON:body	12/16/2011	TRUE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	W-CV270	7460	TRUE	18.22	-65.99	
1064.W.CV271	Sample 1064.W.CV271 : Whole Pupae body				pupae	0	UBERON:multi-cellular organism	UBERON:body	UBERON:body	12/16/2011	TRUE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	W-CV271	7460	TRUE	18.22	-65.99	
1064.W.CV272	Sample 1064.W.CV272 : Whole Pupae body				pupae	0	UBERON:multi-cellular organism	UBERON:body	UBERON:body	12/16/2011	TRUE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	W-CV272	7460	TRUE	18.22	-65.99	
1064.W.CV273	Sample 1064.W.CV273 : Whole Pupae body				pupae	0	UBERON:multi-cellular organism	UBERON:body	UBERON:body	12/16/2011	TRUE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	W-CV273	7460	TRUE	18.22	-65.99	
1064.W.CV274	Sample 1064.W.CV274 : Whole Pupae body				pupae	0	UBERON:multi-cellular organism	UBERON:body	UBERON:body	12/16/2011	TRUE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	W-CV274	7460	TRUE	18.22	-65.99	
1064.W.CV275	Sample 1064.W.CV275 : Whole Larval Body				larvae	0	UBERON:multi-cellular organism	UBERON:body	UBERON:body	12/16/2011	TRUE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	W-CV275	7460	TRUE	18.22	-65.99	
1064.W.CV276	Sample 1064.W.CV276 : Whole Larval Body				larvae	0	UBERON:multi-cellular organism	UBERON:body	UBERON:body	12/16/2011	TRUE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	W-CV276	7460	TRUE	18.22	-65.99	
1064.W.CV277	Sample 1064.W.CV277 : Whole Larval Body				larvae	0	UBERON:multi-cellular organism	UBERON:body	UBERON:body	12/18/2011	TRUE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	W-CV277	7460	TRUE	18.22	-65.99	
1064.W.CV278	Sample 1064.W.CV278 : Whole Larval Body				larvae	0	UBERON:multi-cellular organism	UBERON:body	UBERON:body	12/18/2011	TRUE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	W-CV278	7460	TRUE	18.22	-65.99	
1064.W.CV279	Sample 1064.W.CV279 : Whole Larval Body				larvae	0	UBERON:multi-cellular organism	UBERON:body	UBERON:body	12/18/2011	TRUE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	W-CV279	7460	TRUE	18.22	-65.99	
1064.W.CV280	Sample 1064.W.CV280 : Whole Larval Body				larvae	0	UBERON:multi-cellular organism	UBERON:body	UBERON:body	12/18/2011	TRUE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	W-CV280	7460	TRUE	18.22	-65.99	
1064.W.CV348	Sample 1064.W.CV348 : Whole Larval Body				larvae	0	UBERON:multi-cellular organism	UBERON:body	UBERON:body	07/11/2011	TRUE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	W-CV348	7460	TRUE	18.22	-65.99	
1064.W.CV349	Sample 1064.W.CV349 : Whole Larval Body				larvae	0	UBERON:multi-cellular organism	UBERON:body	UBERON:body	07/12/2011	TRUE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	W-CV349	7460	TRUE	18.22	-65.99	
1064.W.CV350	Sample 1064.W.CV350 : Whole Larval Body				larvae	0	UBERON:multi-cellular organism	UBERON:body	UBERON:body	07/12/2011	TRUE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	W-CV350	7460	TRUE	18.22	-65.99	
1064.W.CV351	Sample 1064.W.CV351 : Whole Larval Body				larvae	0	UBERON:multi-cellular organism	UBERON:body	UBERON:body	07/12/2011	TRUE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	W-CV351	7460	TRUE	18.22	-65.99	
1064.W.CV352	Sample 1064.W.CV352 : Whole Larval Body				larvae	0	UBERON:multi-cellular organism	UBERON:body	UBERON:body	07/12/2011	TRUE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	W-CV352	7460	TRUE	18.22	-65.99	
1064.W.CV353	Sample 1064.W.CV353 : Whole Larval Body				larvae	0	UBERON:multi-cellular organism	UBERON:body	UBERON:body	07/12/2011	TRUE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	W-CV353	7460	TRUE	18.22	-65.99	
1064.W.CV354	Sample 1064.W.CV354 : Whole Pupae body				pupae	0	UBERON:multi-cellular organism	UBERON:body	UBERON:body	07/12/2011	TRUE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	W-CV354	7460	TRUE	18.22	-65.99	
1064.W.CV355	Sample 1064.W.CV355 : Whole Pupae body				pupae	0	UBERON:multi-cellular organism	UBERON:body	UBERON:body	07/12/2011	TRUE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	W-CV355	7460	TRUE	18.22	-65.99	
1064.W.CV356	Sample 1064.W.CV356 : Whole Pupae body				pupae	0	UBERON:multi-cellular organism	UBERON:body	UBERON:body	07/12/2011	TRUE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	W-CV356	7460	TRUE	18.22	-65.99	
1064.W.CV357	Sample 1064.W.CV357 : Whole Pupae body				pupae	0	UBERON:multi-cellular organism	UBERON:body	UBERON:body	07/12/2011	TRUE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	W-CV357	7460	TRUE	18.22	-65.99	
1064.W.CV358	Sample 1064.W.CV358 : Whole Pupae body				pupae	0	UBERON:multi-cellular organism	UBERON:body	UBERON:body	07/12/2011	TRUE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	W-CV358	7460	TRUE	18.22	-65.99	
1064.W.CV359	Sample 1064.W.CV359 : Whole Pupae body				pupae	0	UBERON:multi-cellular organism	UBERON:body	UBERON:body	07/12/2011	TRUE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	W-CV359	7460	TRUE	18.22	-65.99	
