sample_name	description			host_age	role	altitude	body_habitat	body_product	body_site	collection_timestamp	colony_tetracycline	country	depth	elevation	env_biome	env_feature	env_matter	host_common_name	host_subject_id	host_taxid	larval_tetracycline	latitude	longitude	sex
1064.G.CV90	"Sample 1064.G.CV90 : Whole intestine tissue, with food content."				drone	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	01/01/2050	TRUE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	G-CV90	7460	TRUE	18.22	-65.99	male
1064.G.CV91	"Sample 1064.G.CV91 : Whole intestine tissue, with food content."				drone	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	01/01/2050	TRUE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	G-CV91	7460	TRUE	18.22	-65.99	male
1064.G.CV92	"Sample 1064.G.CV92 : Whole intestine tissue, with food content."				drone	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	01/01/2050	TRUE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	G-CV92	7460	TRUE	18.22	-65.99	male
1064.G.CV93	"Sample 1064.G.CV93 : Whole intestine tissue, with food content."				drone	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	01/01/2050	TRUE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	G-CV93	7460	TRUE	18.22	-65.99	male
1064.G.CV94	"Sample 1064.G.CV94 : Whole intestine tissue, with food content."				drone	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	01/01/2050	TRUE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	G-CV94	7460	TRUE	18.22	-65.99	male
1064.G.CV95	"Sample 1064.G.CV95 : Whole intestine tissue, with food content."				drone	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	01/01/2050	TRUE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	G-CV95	7460	TRUE	18.22	-65.99	male
1064.G.GVR165	"Sample 1064.G.GVR165 : Whole intestine tissue, with food content."			1 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	07/11/2011	FALSE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	G.GVR165	7460	FALSE	18.22	-65.99	female
1064.G.GVR166	"Sample 1064.G.GVR166 : Whole intestine tissue, with food content."			1 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	07/11/2011	FALSE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	G.GVR166	7460	FALSE	18.22	-65.99	female
1064.G.GVR167	"Sample 1064.G.GVR167 : Whole intestine tissue, with food content."			1 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	07/11/2011	FALSE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	G.GVR167	7460	FALSE	18.22	-65.99	female
1064.G.GVR168	"Sample 1064.G.GVR168 : Whole intestine tissue, with food content."			1 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	07/11/2011	FALSE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	G.GVR168	7460	FALSE	18.22	-65.99	female
1064.G.GVR169	"Sample 1064.G.GVR169 : Whole intestine tissue, with food content."			1 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	07/11/2011	FALSE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	G.GVR169	7460	FALSE	18.22	-65.99	female
1064.G.GVR170	"Sample 1064.G.GVR170 : Whole intestine tissue, with food content."			1 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	07/11/2011	FALSE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	G.GVR170	7460	FALSE	18.22	-65.99	female
1064.H.CJV171	Sample 1064.H.CJV171 : Complete Head				drone	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	10/25/2008	TRUE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	H-CJV171	7460	TRUE	18.22	-65.99	male
1064.H.CJV172	Sample 1064.H.CJV172 : Complete Head				drone	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	10/24/2008	TRUE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	H-CJV172	7460	TRUE	18.22	-65.99	male
1064.H.CJV173	Sample 1064.H.CJV173 : Complete Head				drone	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	10/24/2008	TRUE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	H-CJV173	7460	TRUE	18.22	-65.99	male
1064.H.CJV174	Sample 1064.H.CJV174 : Complete Head				drone	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	10/24/2008	TRUE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	H-CJV174	7460	TRUE	18.22	-65.99	male
1064.H.CJV175	Sample 1064.H.CJV175 : Complete Head				drone	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	07/11/2011	TRUE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	H-CJV175	7460	TRUE	18.22	-65.99	male
1064.H.CJV176	Sample 1064.H.CJV176 : Complete Head				drone	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	07/11/2011	TRUE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	H-CJV176	7460	TRUE	18.22	-65.99	male
1064.H.CJV189	Sample 1064.H.CJV189 : Complete Head			5 days	nurse	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	07/11/2011	FALSE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	H-CJV189	7460	FALSE	18.22	-65.99	female
1064.H.CJV190	Sample 1064.H.CJV190 : Complete Head			5 days	nurse	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	07/11/2011	FALSE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	H-CJV190	7460	FALSE	18.22	-65.99	female
1064.H.CJV191	Sample 1064.H.CJV191 : Complete Head			5 days	nurse	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	07/12/2011	FALSE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	H-CJV191	7460	FALSE	18.22	-65.99	female
1064.H.CJV192	Sample 1064.H.CJV192 : Complete Head			5 days	nurse	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	07/12/2011	FALSE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	H-CJV192	7460	FALSE	18.22	-65.99	female
1064.H.CJV193	Sample 1064.H.CJV193 : Complete Head			5 days	nurse	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	07/12/2011	FALSE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	H-CJV193	7460	FALSE	18.22	-65.99	female
1064.H.CJV194	Sample 1064.H.CJV194 : Complete Head			5 days	nurse	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	07/12/2011	FALSE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	H-CJV194	7460	FALSE	18.22	-65.99	female
1064.H.CJV195	Sample 1064.H.CJV195 : Complete Head			12 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	07/12/2011	FALSE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	H-CJV195	7460	FALSE	18.22	-65.99	female
1064.H.CJV196	Sample 1064.H.CJV196 : Complete Head			12 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	07/12/2011	FALSE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	H-CJV196	7460	FALSE	18.22	-65.99	female
1064.H.CJV197	Sample 1064.H.CJV197 : Complete Head			12 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	07/12/2011	FALSE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	H-CJV197	7460	FALSE	18.22	-65.99	female
1064.H.CJV198	Sample 1064.H.CJV198 : Complete Head			12 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	07/12/2011	FALSE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	H-CJV198	7460	FALSE	18.22	-65.99	female
1064.H.CJV199	Sample 1064.H.CJV199 : Complete Head			12 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	07/12/2011	FALSE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	H-CJV199	7460	FALSE	18.22	-65.99	female
1064.H.CJV200	Sample 1064.H.CJV200 : Complete Head			12 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	07/12/2011	FALSE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	H-CJV200	7460	FALSE	18.22	-65.99	female
1064.H.CJV201	Sample 1064.H.CJV201 : Complete Head			21 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	07/12/2011	TRUE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	H-CJV201	7460	TRUE	18.22	-65.99	female
1064.H.CJV202	Sample 1064.H.CJV202 : Complete Head			21 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	07/12/2011	TRUE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	H-CJV202	7460	TRUE	18.22	-65.99	female
1064.H.CJV203	Sample 1064.H.CJV203 : Complete Head			21 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	07/12/2011	TRUE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	H-CJV203	7460	TRUE	18.22	-65.99	female
1064.H.CJV204	Sample 1064.H.CJV204 : Complete Head			21 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	07/12/2011	TRUE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	H-CJV204	7460	TRUE	18.22	-65.99	female
1064.H.CJV205	Sample 1064.H.CJV205 : Complete Head			21 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	07/12/2011	TRUE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	H-CJV205	7460	TRUE	18.22	-65.99	female
1064.H.CJV206	Sample 1064.H.CJV206 : Complete Head			21 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	07/12/2011	TRUE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	H-CJV206	7460	TRUE	18.22	-65.99	female
1064.H.CJV207	Sample 1064.H.CJV207 : Complete Head				queen	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	10/23/2008	TRUE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	H-CJV207	7460	TRUE	18.22	-65.99	female
1064.H.CJV227	Sample 1064.H.CJV227 : Complete Head			1 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	07/16/2011	FALSE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	H-CJV227	7460	FALSE	18.22	-65.99	female
1064.H.CJV228	Sample 1064.H.CJV228 : Complete Head			1 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	07/16/2011	FALSE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	H-CJV228	7460	FALSE	18.22	-65.99	female
1064.H.CJV229	Sample 1064.H.CJV229 : Complete Head			1 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	07/16/2011	FALSE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	H-CJV229	7460	FALSE	18.22	-65.99	female
1064.H.CJV230	Sample 1064.H.CJV230 : Complete Head			1 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	07/16/2011	FALSE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	H-CJV230	7460	FALSE	18.22	-65.99	female
1064.H.CJV231	Sample 1064.H.CJV231 : Complete Head			1 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	07/16/2011	FALSE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	H-CJV231	7460	FALSE	18.22	-65.99	female
1064.H.CJV232	Sample 1064.H.CJV232 : Complete Head			1 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	07/16/2011	FALSE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	H-CJV232	7460	FALSE	18.22	-65.99	female
1064.H.CV01	Sample 1064.H.CV01 : Complete Head			1 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	01/01/2050	FALSE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	H-CV01	7460	FALSE	18.22	-65.99	female
1064.H.CV02	Sample 1064.H.CV02 : Complete Head			1 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	01/01/2050	FALSE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	H-CV02	7460	FALSE	18.22	-65.99	female
1064.H.CV03	Sample 1064.H.CV03 : Complete Head			1 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	01/01/2050	FALSE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	H-CV03	7460	FALSE	18.22	-65.99	female
1064.H.CV04	Sample 1064.H.CV04 : Complete Head			1 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	01/01/2050	FALSE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	H-CV04	7460	FALSE	18.22	-65.99	female
1064.H.CV05	Sample 1064.H.CV05 : Complete Head			1 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	01/01/2050	FALSE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	H-CV05	7460	FALSE	18.22	-65.99	female
1064.H.CV06	Sample 1064.H.CV06 : Complete Head			1 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	01/01/2050	FALSE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	H-CV06	7460	FALSE	18.22	-65.99	female
1064.H.CV10	Sample 1064.H.CV10 : Complete Head			4 days	nurse	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	01/01/2050	FALSE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	H-CV10	7460	FALSE	18.22	-65.99	female
1064.H.CV108	Sample 1064.H.CV108 : Complete Head				queen	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	01/01/2050	TRUE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	H-CV108	7460	TRUE	18.22	-65.99	female
1064.H.CV11	Sample 1064.H.CV11 : Complete Head			4 days	nurse	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	01/01/2050	FALSE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	H-CV11	7460	FALSE	18.22	-65.99	female
1064.H.CV12	Sample 1064.H.CV12 : Complete Head			4 days	nurse	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	01/01/2050	FALSE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	H-CV12	7460	FALSE	18.22	-65.99	female
1064.H.CV209	Sample 1064.H.CV209 : Complete Head			1 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	07/11/2011	FALSE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	H-CV209	7460	FALSE	18.22	-65.99	female
1064.H.CV210	Sample 1064.H.CV210 : Complete Head			1 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	07/11/2011	FALSE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	H-CV210	7460	FALSE	18.22	-65.99	female
1064.H.CV211	Sample 1064.H.CV211 : Complete Head			1 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	07/11/2011	FALSE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	H-CV211	7460	FALSE	18.22	-65.99	female
1064.H.CV212	Sample 1064.H.CV212 : Complete Head			1 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	07/11/2011	FALSE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	H-CV212	7460	FALSE	18.22	-65.99	female
1064.H.CV213	Sample 1064.H.CV213 : Complete Head			1 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	07/11/2011	FALSE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	H-CV213	7460	FALSE	18.22	-65.99	female
1064.H.CV214	Sample 1064.H.CV214 : Complete Head			1 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	07/11/2011	FALSE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	H-CV214	7460	FALSE	18.22	-65.99	female
1064.H.CV233	Sample 1064.H.CV233 : Complete Head			7 days	nurse	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	07/11/2011	FALSE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	H-CV233	7460	FALSE	18.22	-65.99	female
1064.H.CV234	Sample 1064.H.CV234 : Complete Head			7 days	nurse	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	07/11/2011	FALSE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	H-CV234	7460	FALSE	18.22	-65.99	female
1064.H.CV235	Sample 1064.H.CV235 : Complete Head			7 days	nurse	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	07/11/2011	FALSE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	H-CV235	7460	FALSE	18.22	-65.99	female
1064.H.CV236	Sample 1064.H.CV236 : Complete Head			7 days	nurse	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	07/11/2011	FALSE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	H-CV236	7460	FALSE	18.22	-65.99	female
1064.H.CV237	Sample 1064.H.CV237 : Complete Head			7 days	nurse	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	07/11/2011	FALSE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	H-CV237	7460	FALSE	18.22	-65.99	female
1064.H.CV238	Sample 1064.H.CV238 : Complete Head			7 days	nurse	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	07/11/2011	FALSE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	H-CV238	7460	FALSE	18.22	-65.99	female
1064.H.CV239	Sample 1064.H.CV239 : Complete Head			1 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	12/18/2011	FALSE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	H-CV239	7460	FALSE	18.22	-65.99	female
1064.H.CV240	Sample 1064.H.CV240 : Complete Head			1 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	12/18/2011	FALSE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	H-CV240	7460	FALSE	18.22	-65.99	female
1064.H.CV241	Sample 1064.H.CV241 : Complete Head			1 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	06/13/2008	FALSE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	H-CV241	7460	FALSE	18.22	-65.99	female
1064.H.CV242	Sample 1064.H.CV242 : Complete Head			1 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	06/13/2008	FALSE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	H-CV242	7460	FALSE	18.22	-65.99	female
1064.H.CV243	Sample 1064.H.CV243 : Complete Head			1 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	06/13/2008	FALSE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	H-CV243	7460	FALSE	18.22	-65.99	female
1064.H.CV244	Sample 1064.H.CV244 : Complete Head			1 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	06/13/2008	FALSE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	H-CV244	7460	FALSE	18.22	-65.99	female
1064.H.CV25	Sample 1064.H.CV25 : Complete Head			7 days	nurse	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	01/01/2050	FALSE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	H-CV25	7460	FALSE	18.22	-65.99	female
1064.H.CV26	Sample 1064.H.CV26 : Complete Head			7 days	nurse	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	01/01/2050	FALSE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	H-CV26	7460	FALSE	18.22	-65.99	female
1064.H.CV263	Sample 1064.H.CV263 : Complete Head			13 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	07/11/2011	FALSE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	H-CV263	7460	FALSE	18.22	-65.99	female
1064.H.CV264	Sample 1064.H.CV264 : Complete Head			13 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	07/11/2011	FALSE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	H-CV264	7460	FALSE	18.22	-65.99	female
1064.H.CV265	Sample 1064.H.CV265 : Complete Head			13 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	07/11/2011	FALSE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	H-CV265	7460	FALSE	18.22	-65.99	female
1064.H.CV266	Sample 1064.H.CV266 : Complete Head			13 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	07/11/2011	FALSE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	H-CV266	7460	FALSE	18.22	-65.99	female
1064.H.CV267	Sample 1064.H.CV267 : Complete Head			13 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	07/11/2011	FALSE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	H-CV267	7460	FALSE	18.22	-65.99	female
1064.H.CV268	Sample 1064.H.CV268 : Complete Head			13 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	07/11/2011	TRUE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	H-CV268	7460	TRUE	18.22	-65.99	female
1064.H.CV27	Sample 1064.H.CV27 : Complete Head			7 days	nurse	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	01/01/2050	FALSE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	H-CV27	7460	FALSE	18.22	-65.99	female
1064.H.CV281	Sample 1064.H.CV281 : Complete Head			8 days	nurse	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	06/13/2008	FALSE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	H-CV281	7460	FALSE	18.22	-65.99	female
1064.H.CV282	Sample 1064.H.CV282 : Complete Head			8 days	nurse	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	06/13/2008	FALSE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	H-CV282	7460	FALSE	18.22	-65.99	female
1064.H.CV283	Sample 1064.H.CV283 : Complete Head			8 days	nurse	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	06/13/2008	FALSE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	H-CV283	7460	FALSE	18.22	-65.99	female
1064.H.CV284	Sample 1064.H.CV284 : Complete Head			8 days	nurse	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	06/13/2008	FALSE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	H-CV284	7460	FALSE	18.22	-65.99	female
