sample_name	description			altitude	anonymized_name	assigned_from_geo	body_habitat	body_product	body_site	collection_timestamp	country	day	depth	dna_extracted	elevation	env_biome	env_feature	env_matter	extracted_dna_avail_now	family	host_common_name	host_subject_id	host_taxid	house	house_day_subject_surface	house_day_surface	house_surface	latitude	life_stage	longitude	move_time	moved	notes	number_children	number_residents_human	percent_adult_residents	percent_male	pet_farm_animal	physical_specimen_location	physical_specimen_remaining	public	required_sample_info_status	sample_order	sample_progress	sample_tube_id	sample_type	sex	source	source1	sourcesink	subject	subject_surface	surface	taxon_id	time	title
2192.H06b.Nose.3132.lane6.NoIndex.L006	Sample 2192.H06b.Nose.3132.lane6.NoIndex.L006 			0	H06b.Nose	True	UBERON:nostril	UBERON:mucus	UBERON:nostril	2012-03-14 00:00:00	GAZ:United States of America	D06	0	True	181.32	ENVO:urban biome	ENVO:human-associated habitat	ENVO:mucus	True	6	human	Person_06.2	9606	H06b	H06b.D06.Person_06.2.Nose	H06b.D06.Nose	H06b.Nose	41.88		-87.63	After	True		1	3	0.7	0.33	none	ANL	True	True	completed	1218	sequenced (16S)	3132	XXQIITAXX		Person	Person	source	Person_06.2	Person_06.2.Nose	Nose	1131769	8:30PM	Gilbert_house_forensics_BE
2192.H06b.Nose.3135.lane6.NoIndex.L006	Sample 2192.H06b.Nose.3135.lane6.NoIndex.L006 			0	H06b.Nose	True	UBERON:nostril	UBERON:mucus	UBERON:nostril	2012-03-14 00:00:00	GAZ:United States of America	D06	0	True	181.32	ENVO:urban biome	ENVO:human-associated habitat	ENVO:mucus	True	6	human	Person_06.3	9606	H06b	H06b.D06.Person_06.3.Nose	H06b.D06.Nose	H06b.Nose	41.88		-87.63	After	True		1	3	0.7	0.33	none	ANL	True	True	completed	1221	sequenced (16S)	3135	XXQIITAXX		Person	Person	source	Person_06.3	Person_06.3.Nose	Nose	1131769	8:30PM	Gilbert_house_forensics_BE
2192.H06b.Nose.3153.lane6.NoIndex.L006	Sample 2192.H06b.Nose.3153.lane6.NoIndex.L006 			0	H06b.Nose	True	UBERON:nostril	UBERON:mucus	UBERON:nostril	2012-03-18 00:00:00	GAZ:United States of America	D07	0	True	181.32	ENVO:urban biome	ENVO:human-associated habitat	ENVO:mucus	True	6	human	Person_06.1	9606	H06b	H06b.D07.Person_06.1.Nose	H06b.D07.Nose	H06b.Nose	41.88		-87.63	After	True		1	3	0.7	0.33	none	ANL	True	True	completed	1230	sequenced (16S)	3153	XXQIITAXX		Person	Person	source	Person_06.1	Person_06.1.Nose	Nose	1131769	9:10PM	Gilbert_house_forensics_BE
2192.H06b.Nose.3156.lane6.NoIndex.L006	Sample 2192.H06b.Nose.3156.lane6.NoIndex.L006 			0	H06b.Nose	True	UBERON:nostril	UBERON:mucus	UBERON:nostril	2012-03-18 00:00:00	GAZ:United States of America	D07	0	True	181.32	ENVO:urban biome	ENVO:human-associated habitat	ENVO:mucus	True	6	human	Person_06.2	9606	H06b	H06b.D07.Person_06.2.Nose	H06b.D07.Nose	H06b.Nose	41.88		-87.63	After	True		1	3	0.7	0.33	none	ANL	True	True	completed	1233	sequenced (16S)	3156	XXQIITAXX		Person	Person	source	Person_06.2	Person_06.2.Nose	Nose	1131769	9:10PM	Gilbert_house_forensics_BE
2192.H06b.Nose.3159.lane6.NoIndex.L006	Sample 2192.H06b.Nose.3159.lane6.NoIndex.L006 			0	H06b.Nose	True	UBERON:nostril	UBERON:mucus	UBERON:nostril	2012-03-18 00:00:00	GAZ:United States of America	D07	0	True	181.32	ENVO:urban biome	ENVO:human-associated habitat	ENVO:mucus	True	6	human	Person_06.3	9606	H06b	H06b.D07.Person_06.3.Nose	H06b.D07.Nose	H06b.Nose	41.88		-87.63	After	True		1	3	0.7	0.33	none	ANL	True	True	completed	1236	sequenced (16S)	3159	XXQIITAXX		Person	Person	source	Person_06.3	Person_06.3.Nose	Nose	1131769	9:10PM	Gilbert_house_forensics_BE
2192.H06b.Nose.3177.lane6.NoIndex.L006	Sample 2192.H06b.Nose.3177.lane6.NoIndex.L006 			0	H06b.Nose	True	UBERON:nostril	UBERON:mucus	UBERON:nostril	2012-03-20 00:00:00	GAZ:United States of America	D08	0	True	181.32	ENVO:urban biome	ENVO:human-associated habitat	ENVO:mucus	True	6	human	Person_06.1	9606	H06b	H06b.D08.Person_06.1.Nose	H06b.D08.Nose	H06b.Nose	41.88		-87.63	After	True		1	3	0.7	0.33	none	ANL	True	True	completed	1245	sequenced (16S)	3177	XXQIITAXX		Person	Person	source	Person_06.1	Person_06.1.Nose	Nose	1131769	8:45PM	Gilbert_house_forensics_BE
2192.H06b.Nose.3180.lane6.NoIndex.L006	Sample 2192.H06b.Nose.3180.lane6.NoIndex.L006 			0	H06b.Nose	True	UBERON:nostril	UBERON:mucus	UBERON:nostril	2012-03-20 00:00:00	GAZ:United States of America	D08	0	True	181.32	ENVO:urban biome	ENVO:human-associated habitat	ENVO:mucus	True	6	human	Person_06.2	9606	H06b	H06b.D08.Person_06.2.Nose	H06b.D08.Nose	H06b.Nose	41.88		-87.63	After	True		1	3	0.7	0.33	none	ANL	True	True	completed	1248	sequenced (16S)	3180	XXQIITAXX		Person	Person	source	Person_06.2	Person_06.2.Nose	Nose	1131769	8:45PM	Gilbert_house_forensics_BE
2192.H06b.Nose.3183.lane6.NoIndex.L006	Sample 2192.H06b.Nose.3183.lane6.NoIndex.L006 			0	H06b.Nose	True	UBERON:nostril	UBERON:mucus	UBERON:nostril	2012-03-20 00:00:00	GAZ:United States of America	D08	0	True	181.32	ENVO:urban biome	ENVO:human-associated habitat	ENVO:mucus	True	6	human	Person_06.3	9606	H06b	H06b.D08.Person_06.3.Nose	H06b.D08.Nose	H06b.Nose	41.88		-87.63	After	True		1	3	0.7	0.33	none	ANL	True	True	completed	1251	sequenced (16S)	3183	XXQIITAXX		Person	Person	source	Person_06.3	Person_06.3.Nose	Nose	1131769	8:45PM	Gilbert_house_forensics_BE
2192.H06b.Nose.3201.lane6.NoIndex.L006	Sample 2192.H06b.Nose.3201.lane6.NoIndex.L006 			0	H06b.Nose	True	UBERON:nostril	UBERON:mucus	UBERON:nostril	2012-03-22 00:00:00	GAZ:United States of America	D09	0	True	181.32	ENVO:urban biome	ENVO:human-associated habitat	ENVO:mucus	True	6	human	Person_06.1	9606	H06b	H06b.D09.Person_06.1.Nose	H06b.D09.Nose	H06b.Nose	41.88		-87.63	After	True		1	3	0.7	0.33	none	ANL	True	True	completed	1260	sequenced (16S)	3201	XXQIITAXX		Person	Person	source	Person_06.1	Person_06.1.Nose	Nose	1131769	8:50PM	Gilbert_house_forensics_BE
2192.H06b.Nose.3204.lane6.NoIndex.L006	Sample 2192.H06b.Nose.3204.lane6.NoIndex.L006 			0	H06b.Nose	True	UBERON:nostril	UBERON:mucus	UBERON:nostril	2012-03-22 00:00:00	GAZ:United States of America	D09	0	True	181.32	ENVO:urban biome	ENVO:human-associated habitat	ENVO:mucus	True	6	human	Person_06.2	9606	H06b	H06b.D09.Person_06.2.Nose	H06b.D09.Nose	H06b.Nose	41.88		-87.63	After	True		1	3	0.7	0.33	none	ANL	True	True	completed	1263	sequenced (16S)	3204	XXQIITAXX		Person	Person	source	Person_06.2	Person_06.2.Nose	Nose	1131769	8:50PM	Gilbert_house_forensics_BE
2192.H06b.Nose.3207.lane6.NoIndex.L006	Sample 2192.H06b.Nose.3207.lane6.NoIndex.L006 			0	H06b.Nose	True	UBERON:nostril	UBERON:mucus	UBERON:nostril	2012-03-22 00:00:00	GAZ:United States of America	D09	0	True	181.32	ENVO:urban biome	ENVO:human-associated habitat	ENVO:mucus	True	6	human	Person_06.3	9606	H06b	H06b.D09.Person_06.3.Nose	H06b.D09.Nose	H06b.Nose	41.88		-87.63	After	True		1	3	0.7	0.33	none	ANL	True	True	completed	1266	sequenced (16S)	3207	XXQIITAXX		Person	Person	source	Person_06.3	Person_06.3.Nose	Nose	1131769	8:50PM	Gilbert_house_forensics_BE
2192.H06b.Nose.3225.lane6.NoIndex.L006	Sample 2192.H06b.Nose.3225.lane6.NoIndex.L006 			0	H06b.Nose	True	UBERON:nostril	UBERON:mucus	UBERON:nostril	2012-03-24 00:00:00	GAZ:United States of America	D10	0	True	181.32	ENVO:urban biome	ENVO:human-associated habitat	ENVO:mucus	True	6	human	Person_06.1	9606	H06b	H06b.D10.Person_06.1.Nose	H06b.D10.Nose	H06b.Nose	41.88		-87.63	After	True		1	3	0.7	0.33	none	ANL	True	True	completed	1275	sequenced (16S)	3225	XXQIITAXX		Person	Person	source	Person_06.1	Person_06.1.Nose	Nose	1131769	7:55PM	Gilbert_house_forensics_BE
2192.H06b.Nose.3228.lane6.NoIndex.L006	Sample 2192.H06b.Nose.3228.lane6.NoIndex.L006 			0	H06b.Nose	True	UBERON:nostril	UBERON:mucus	UBERON:nostril	2012-03-24 00:00:00	GAZ:United States of America	D10	0	True	181.32	ENVO:urban biome	ENVO:human-associated habitat	ENVO:mucus	True	6	human	Person_06.2	9606	H06b	H06b.D10.Person_06.2.Nose	H06b.D10.Nose	H06b.Nose	41.88		-87.63	After	True		1	3	0.7	0.33	none	ANL	True	True	completed	1278	sequenced (16S)	3228	XXQIITAXX		Person	Person	source	Person_06.2	Person_06.2.Nose	Nose	1131769	7:55PM	Gilbert_house_forensics_BE
2192.H06b.Nose.3231.lane6.NoIndex.L006	Sample 2192.H06b.Nose.3231.lane6.NoIndex.L006 			0	H06b.Nose	True	UBERON:nostril	UBERON:mucus	UBERON:nostril	2012-03-24 00:00:00	GAZ:United States of America	D10	0	True	181.32	ENVO:urban biome	ENVO:human-associated habitat	ENVO:mucus	True	6	human	Person_06.3	9606	H06b	H06b.D10.Person_06.3.Nose	H06b.D10.Nose	H06b.Nose	41.88		-87.63	After	True		1	3	0.7	0.33	none	ANL	True	True	completed	1281	sequenced (16S)	3231	XXQIITAXX		Person	Person	source	Person_06.3	Person_06.3.Nose	Nose	1131769	7:55PM	Gilbert_house_forensics_BE
2192.H06b.Nose.3249.lane6.NoIndex.L006	Sample 2192.H06b.Nose.3249.lane6.NoIndex.L006 			0	H06b.Nose	True	UBERON:nostril	UBERON:mucus	UBERON:nostril	2012-03-26 00:00:00	GAZ:United States of America	D11	0	True	181.32	ENVO:urban biome	ENVO:human-associated habitat	ENVO:mucus	True	6	human	Person_06.1	9606	H06b	H06b.D11.Person_06.1.Nose	H06b.D11.Nose	H06b.Nose	41.88		-87.63	After	True		1	3	0.7	0.33	none	ANL	True	True	completed	1290	sequenced (16S)	3249	XXQIITAXX		Person	Person	source	Person_06.1	Person_06.1.Nose	Nose	1131769	9:10PM	Gilbert_house_forensics_BE
2192.H06b.Nose.3252.lane6.NoIndex.L006	Sample 2192.H06b.Nose.3252.lane6.NoIndex.L006 			0	H06b.Nose	True	UBERON:nostril	UBERON:mucus	UBERON:nostril	2012-03-26 00:00:00	GAZ:United States of America	D11	0	True	181.32	ENVO:urban biome	ENVO:human-associated habitat	ENVO:mucus	True	6	human	Person_06.2	9606	H06b	H06b.D11.Person_06.2.Nose	H06b.D11.Nose	H06b.Nose	41.88		-87.63	After	True		1	3	0.7	0.33	none	ANL	True	True	completed	1293	sequenced (16S)	3252	XXQIITAXX		Person	Person	source	Person_06.2	Person_06.2.Nose	Nose	1131769	9:10PM	Gilbert_house_forensics_BE
2192.H06b.Nose.3255.lane6.NoIndex.L006	Sample 2192.H06b.Nose.3255.lane6.NoIndex.L006 			0	H06b.Nose	True	UBERON:nostril	UBERON:mucus	UBERON:nostril	2012-03-26 00:00:00	GAZ:United States of America	D11	0	True	181.32	ENVO:urban biome	ENVO:human-associated habitat	ENVO:mucus	True	6	human	Person_06.3	9606	H06b	H06b.D11.Person_06.3.Nose	H06b.D11.Nose	H06b.Nose	41.88		-87.63	After	True		1	3	0.7	0.33	none	ANL	True	True	completed	1296	sequenced (16S)	3255	XXQIITAXX		Person	Person	source	Person_06.3	Person_06.3.Nose	Nose	1131769	9:10PM	Gilbert_house_forensics_BE
2192.H06b.Nose.3273.lane6.NoIndex.L006	Sample 2192.H06b.Nose.3273.lane6.NoIndex.L006 			0	H06b.Nose	True	UBERON:nostril	UBERON:mucus	UBERON:nostril	2012-03-28 00:00:00	GAZ:United States of America	D12	0	True	181.32	ENVO:urban biome	ENVO:human-associated habitat	ENVO:mucus	True	6	human	Person_06.1	9606	H06b	H06b.D12.Person_06.1.Nose	H06b.D12.Nose	H06b.Nose	41.88		-87.63	After	True		1	3	0.7	0.33	none	ANL	True	True	completed	1305	sequenced (16S)	3273	XXQIITAXX		Person	Person	source	Person_06.1	Person_06.1.Nose	Nose	1131769	8:35PM	Gilbert_house_forensics_BE
2192.H06b.Nose.3276.lane6.NoIndex.L006	Sample 2192.H06b.Nose.3276.lane6.NoIndex.L006 			0	H06b.Nose	True	UBERON:nostril	UBERON:mucus	UBERON:nostril	2012-03-28 00:00:00	GAZ:United States of America	D12	0	True	181.32	ENVO:urban biome	ENVO:human-associated habitat	ENVO:mucus	True	6	human	Person_06.2	9606	H06b	H06b.D12.Person_06.2.Nose	H06b.D12.Nose	H06b.Nose	41.88		-87.63	After	True		1	3	0.7	0.33	none	ANL	True	True	completed	1308	sequenced (16S)	3276	XXQIITAXX		Person	Person	source	Person_06.2	Person_06.2.Nose	Nose	1131769	8:35PM	Gilbert_house_forensics_BE
2192.H06b.Nose.3279.lane6.NoIndex.L006	Sample 2192.H06b.Nose.3279.lane6.NoIndex.L006 			0	H06b.Nose	True	UBERON:nostril	UBERON:mucus	UBERON:nostril	2012-03-28 00:00:00	GAZ:United States of America	D12	0	True	181.32	ENVO:urban biome	ENVO:human-associated habitat	ENVO:mucus	True	6	human	Person_06.3	9606	H06b	H06b.D12.Person_06.3.Nose	H06b.D12.Nose	H06b.Nose	41.88		-87.63	After	True		1	3	0.7	0.33	none	ANL	True	True	completed	1311	sequenced (16S)	3279	XXQIITAXX		Person	Person	source	Person_06.3	Person_06.3.Nose	Nose	1131769	8:35PM	Gilbert_house_forensics_BE
2192.H06b.Nose.3297.lane6.NoIndex.L006	Sample 2192.H06b.Nose.3297.lane6.NoIndex.L006 			0	H06b.Nose	True	UBERON:nostril	UBERON:mucus	UBERON:nostril	2012-03-31 00:00:00	GAZ:United States of America	D13	0	True	181.32	ENVO:urban biome	ENVO:human-associated habitat	ENVO:mucus	True	6	human	Person_06.1	9606	H06b	H06b.D13.Person_06.1.Nose	H06b.D13.Nose	H06b.Nose	41.88		-87.63	After	True		1	3	0.7	0.33	none	ANL	True	True	completed	1320	sequenced (16S)	3297	XXQIITAXX		Person	Person	source	Person_06.1	Person_06.1.Nose	Nose	1131769	8:55PM	Gilbert_house_forensics_BE
2192.H06b.Nose.3300.lane6.NoIndex.L006	Sample 2192.H06b.Nose.3300.lane6.NoIndex.L006 			0	H06b.Nose	True	UBERON:nostril	UBERON:mucus	UBERON:nostril	2012-03-31 00:00:00	GAZ:United States of America	D13	0	True	181.32	ENVO:urban biome	ENVO:human-associated habitat	ENVO:mucus	True	6	human	Person_06.2	9606	H06b	H06b.D13.Person_06.2.Nose	H06b.D13.Nose	H06b.Nose	41.88		-87.63	After	True		1	3	0.7	0.33	none	ANL	True	True	completed	1323	sequenced (16S)	3300	XXQIITAXX		Person	Person	source	Person_06.2	Person_06.2.Nose	Nose	1131769	8:55PM	Gilbert_house_forensics_BE
2192.H06b.Nose.3303.lane6.NoIndex.L006	Sample 2192.H06b.Nose.3303.lane6.NoIndex.L006 			0	H06b.Nose	True	UBERON:nostril	UBERON:mucus	UBERON:nostril	2012-03-31 00:00:00	GAZ:United States of America	D13	0	True	181.32	ENVO:urban biome	ENVO:human-associated habitat	ENVO:mucus	True	6	human	Person_06.3	9606	H06b	H06b.D13.Person_06.3.Nose	H06b.D13.Nose	H06b.Nose	41.88		-87.63	After	True		1	3	0.7	0.33	none	ANL	True	True	completed	1326	sequenced (16S)	3303	XXQIITAXX		Person	Person	source	Person_06.3	Person_06.3.Nose	Nose	1131769	8:55PM	Gilbert_house_forensics_BE
2192.H06b.Nose.3321.lane6.NoIndex.L006	Sample 2192.H06b.Nose.3321.lane6.NoIndex.L006 			0	H06b.Nose	True	UBERON:nostril	UBERON:mucus	UBERON:nostril	2012-04-02 00:00:00	GAZ:United States of America	D14	0	True	181.32	ENVO:urban biome	ENVO:human-associated habitat	ENVO:mucus	True	6	human	Person_06.1	9606	H06b	H06b.D14.Person_06.1.Nose	H06b.D14.Nose	H06b.Nose	41.88		-87.63	After	True		1	3	0.7	0.33	none	ANL	True	True	completed	1335	sequenced (16S)	3321	XXQIITAXX		Person	Person	source	Person_06.1	Person_06.1.Nose	Nose	1131769	9:50PM	Gilbert_house_forensics_BE
2192.H06b.Nose.3324.lane6.NoIndex.L006	Sample 2192.H06b.Nose.3324.lane6.NoIndex.L006 			0	H06b.Nose	True	UBERON:nostril	UBERON:mucus	UBERON:nostril	2012-04-02 00:00:00	GAZ:United States of America	D14	0	True	181.32	ENVO:urban biome	ENVO:human-associated habitat	ENVO:mucus	True	6	human	Person_06.2	9606	H06b	H06b.D14.Person_06.2.Nose	H06b.D14.Nose	H06b.Nose	41.88		-87.63	After	True		1	3	0.7	0.33	none	ANL	True	True	completed	1338	sequenced (16S)	3324	XXQIITAXX		Person	Person	source	Person_06.2	Person_06.2.Nose	Nose	1131769	9:50PM	Gilbert_house_forensics_BE
2192.H06b.Nose.3327.lane6.NoIndex.L006	Sample 2192.H06b.Nose.3327.lane6.NoIndex.L006 			0	H06b.Nose	True	UBERON:nostril	UBERON:mucus	UBERON:nostril	2012-04-02 00:00:00	GAZ:United States of America	D14	0	True	181.32	ENVO:urban biome	ENVO:human-associated habitat	ENVO:mucus	True	6	human	Person_06.3	9606	H06b	H06b.D14.Person_06.3.Nose	H06b.D14.Nose	H06b.Nose	41.88		-87.63	After	True		1	3	0.7	0.33	none	ANL	True	True	completed	1341	sequenced (16S)	3327	XXQIITAXX		Person	Person	source	Person_06.3	Person_06.3.Nose	Nose	1131769	9:50PM	Gilbert_house_forensics_BE
2192.H06b.Nose.3345.lane6.NoIndex.L006	Sample 2192.H06b.Nose.3345.lane6.NoIndex.L006 			0	H06b.Nose	True	UBERON:nostril	UBERON:mucus	UBERON:nostril	2012-04-04 00:00:00	GAZ:United States of America	D15	0	True	181.32	ENVO:urban biome	ENVO:human-associated habitat	ENVO:mucus	True	6	human	Person_06.1	9606	H06b	H06b.D15.Person_06.1.Nose	H06b.D15.Nose	H06b.Nose	41.88		-87.63	After	True		1	3	0.7	0.33	none	ANL	True	True	completed	1350	sequenced (16S)	3345	XXQIITAXX		Person	Person	source	Person_06.1	Person_06.1.Nose	Nose	1131769	9:45PM	Gilbert_house_forensics_BE
2192.H06b.Nose.3348.lane6.NoIndex.L006	Sample 2192.H06b.Nose.3348.lane6.NoIndex.L006 			0	H06b.Nose	True	UBERON:nostril	UBERON:mucus	UBERON:nostril	2012-04-04 00:00:00	GAZ:United States of America	D15	0	True	181.32	ENVO:urban biome	ENVO:human-associated habitat	ENVO:mucus	True	6	human	Person_06.2	9606	H06b	H06b.D15.Person_06.2.Nose	H06b.D15.Nose	H06b.Nose	41.88		-87.63	After	True		1	3	0.7	0.33	none	ANL	True	True	completed	1353	sequenced (16S)	3348	XXQIITAXX		Person	Person	source	Person_06.2	Person_06.2.Nose	Nose	1131769	9:45PM	Gilbert_house_forensics_BE
2192.H06b.Nose.3351.lane6.NoIndex.L006	Sample 2192.H06b.Nose.3351.lane6.NoIndex.L006 			0	H06b.Nose	True	UBERON:nostril	UBERON:mucus	UBERON:nostril	2012-04-04 00:00:00	GAZ:United States of America	D15	0	True	181.32	ENVO:urban biome	ENVO:human-associated habitat	ENVO:mucus	True	6	human	Person_06.3	9606	H06b	H06b.D15.Person_06.3.Nose	H06b.D15.Nose	H06b.Nose	41.88		-87.63	After	True		1	3	0.7	0.33	none	ANL	True	True	completed	1356	sequenced (16S)	3351	XXQIITAXX		Person	Person	source	Person_06.3	Person_06.3.Nose	Nose	1131769	9:45PM	Gilbert_house_forensics_BE
2192.H06b.Nose.3369.lane6.NoIndex.L006	Sample 2192.H06b.Nose.3369.lane6.NoIndex.L006 			0	H06b.Nose	True	UBERON:nostril	UBERON:mucus	UBERON:nostril	2012-04-06 00:00:00	GAZ:United States of America	D16	0	True	181.32	ENVO:urban biome	ENVO:human-associated habitat	ENVO:mucus	True	6	human	Person_06.1	9606	H06b	H06b.D16.Person_06.1.Nose	H06b.D16.Nose	H06b.Nose	41.88		-87.63	After	True	Bag metadata missing. Assuming 9:45pm, no cleaning.	1	3	0.7	0.33	none	ANL	True	True	completed	1365	sequenced (16S)	3369	XXQIITAXX		Person	Person	source	Person_06.1	Person_06.1.Nose	Nose	1131769	9:45PM	Gilbert_house_forensics_BE
2192.H06b.Nose.3372.lane6.NoIndex.L006	Sample 2192.H06b.Nose.3372.lane6.NoIndex.L006 			0	H06b.Nose	True	UBERON:nostril	UBERON:mucus	UBERON:nostril	2012-04-06 00:00:00	GAZ:United States of America	D16	0	True	181.32	ENVO:urban biome	ENVO:human-associated habitat	ENVO:mucus	True	6	human	Person_06.2	9606	H06b	H06b.D16.Person_06.2.Nose	H06b.D16.Nose	H06b.Nose	41.88		-87.63	After	True	Bag metadata missing. Assuming 9:45pm, no cleaning.	1	3	0.7	0.33	none	ANL	True	True	completed	1368	sequenced (16S)	3372	XXQIITAXX		Person	Person	source	Person_06.2	Person_06.2.Nose	Nose	1131769	9:45PM	Gilbert_house_forensics_BE
2192.H06b.Nose.3375.lane6.NoIndex.L006	Sample 2192.H06b.Nose.3375.lane6.NoIndex.L006 			0	H06b.Nose	True	UBERON:nostril	UBERON:mucus	UBERON:nostril	2012-04-06 00:00:00	GAZ:United States of America	D16	0	True	181.32	ENVO:urban biome	ENVO:human-associated habitat	ENVO:mucus	True	6	human	Person_06.3	9606	H06b	H06b.D16.Person_06.3.Nose	H06b.D16.Nose	H06b.Nose	41.88		-87.63	After	True	Bag metadata missing. Assuming 9:45pm, no cleaning.	1	3	0.7	0.33	none	ANL	True	True	completed	1371	sequenced (16S)	3375	XXQIITAXX		Person	Person	source	Person_06.3	Person_06.3.Nose	Nose	1131769	9:45PM	Gilbert_house_forensics_BE
2192.H07a.Bathroom.Door.Knob.3630.lane5.NoIndex.L005	Sample 2192.H07a.Bathroom.Door.Knob.3630.lane5.NoIndex.L005 			0	H07a.Bathroom_Door_Knob	True				2012-06-01 00:00:00	GAZ:United States of America	D02	0	True	181.32	ENVO:urban biome	ENVO:anthropogenic environmental material	ENVO:dust	True	7	human		1256227	H07a	H07a.D02.House_07a.Bathroom_Door_Knob	H07a.D02.Bathroom_Door_Knob	H07a.Bathroom_Door_Knob	41.88		-87.63	Before	True		0	2	1	0.5	Cat	ANL	True	True	completed	1377	sequenced (16S)	3630	XXQIITAXX		House	House	sink	House_07a	House_07a.Bathroom_Door_Knob	Bathroom_Door_Knob	1256227	6:11AM	Gilbert_house_forensics_BE
2192.H07a.Bathroom.Door.Knob.3654.lane2.NoIndex.L002	Sample 2192.H07a.Bathroom.Door.Knob.3654.lane2.NoIndex.L002 			0	H07a.Bathroom_Door_Knob	True				2012-06-03 00:00:00	GAZ:United States of America	D03	0	True	181.32	ENVO:urban biome	ENVO:anthropogenic environmental material	ENVO:dust	True	7	human		1256227	H07a	H07a.D03.House_07a.Bathroom_Door_Knob	H07a.D03.Bathroom_Door_Knob	H07a.Bathroom_Door_Knob	41.88		-87.63	Before	True		0	2	1	0.5	Cat	ANL	True	True	completed	1391	sequenced (16S)	3654	XXQIITAXX		House	House	sink	House_07a	House_07a.Bathroom_Door_Knob	Bathroom_Door_Knob	1256227	5:50AM	Gilbert_house_forensics_BE
2192.H07a.Bathroom.Door.Knob.3678.lane2.NoIndex.L002	Sample 2192.H07a.Bathroom.Door.Knob.3678.lane2.NoIndex.L002 			0	H07a.Bathroom_Door_Knob	True				2012-06-05 00:00:00	GAZ:United States of America	D04	0	True	181.32	ENVO:urban biome	ENVO:anthropogenic environmental material	ENVO:dust	True	7	human		1256227	H07a	H07a.D04.House_07a.Bathroom_Door_Knob	H07a.D04.Bathroom_Door_Knob	H07a.Bathroom_Door_Knob	41.88		-87.63	Before	True		0	2	1	0.5	Cat	ANL	True	True	completed	1405	sequenced (16S)	3678	XXQIITAXX		House	House	sink	House_07a	House_07a.Bathroom_Door_Knob	Bathroom_Door_Knob	1256227	6:35AM	Gilbert_house_forensics_BE
2192.H07a.Bathroom.Door.Knob.3726.lane2.NoIndex.L002	Sample 2192.H07a.Bathroom.Door.Knob.3726.lane2.NoIndex.L002 			0	H07a.Bathroom_Door_Knob	True				2012-06-09 00:00:00	GAZ:United States of America	D06	0	True	181.32	ENVO:urban biome	ENVO:anthropogenic environmental material	ENVO:dust	True	7	human		1256227	H07a	H07a.D06.House_07a.Bathroom_Door_Knob	H07a.D06.Bathroom_Door_Knob	H07a.Bathroom_Door_Knob	41.88		-87.63	Before	True		0	2	1	0.5	Cat	ANL	True	True	completed	1419	sequenced (16S)	3726	XXQIITAXX		House	House	sink	House_07a	House_07a.Bathroom_Door_Knob	Bathroom_Door_Knob	1256227	6:39AM	Gilbert_house_forensics_BE
2192.H07a.Bathroom.Door.Knob.3750.lane2.NoIndex.L002	Sample 2192.H07a.Bathroom.Door.Knob.3750.lane2.NoIndex.L002 			0	H07a.Bathroom_Door_Knob	True				2012-06-11 00:00:00	GAZ:United States of America	D07	0	True	181.32	ENVO:urban biome	ENVO:anthropogenic environmental material	ENVO:dust	True	7	human		1256227	H07a	H07a.D07.House_07a.Bathroom_Door_Knob	H07a.D07.Bathroom_Door_Knob	H07a.Bathroom_Door_Knob	41.88		-87.63	Before	True		0	2	1	0.5	Cat	ANL	True	True	completed	1433	sequenced (16S)	3750	XXQIITAXX		House	House	sink	House_07a	House_07a.Bathroom_Door_Knob	Bathroom_Door_Knob	1256227	5:47AM	Gilbert_house_forensics_BE
2192.H07a.Bathroom.Door.Knob.3774.lane2.NoIndex.L002	Sample 2192.H07a.Bathroom.Door.Knob.3774.lane2.NoIndex.L002 			0	H07a.Bathroom_Door_Knob	True				2012-06-13 00:00:00	GAZ:United States of America	D08	0	True	181.32	ENVO:urban biome	ENVO:anthropogenic environmental material	ENVO:dust	True	7	human		1256227	H07a	H07a.D08.House_07a.Bathroom_Door_Knob	H07a.D08.Bathroom_Door_Knob	H07a.Bathroom_Door_Knob	41.88		-87.63	Before	True		0	2	1	0.5	Cat	ANL	True	True	completed	1447	sequenced (16S)	3774	XXQIITAXX		House	House	sink	House_07a	House_07a.Bathroom_Door_Knob	Bathroom_Door_Knob	1256227	6:20AM	Gilbert_house_forensics_BE
2192.H07a.Bedroom.Floor.3628.lane5.NoIndex.L005	Sample 2192.H07a.Bedroom.Floor.3628.lane5.NoIndex.L005 			0	H07a.unknown	True				2012-06-01 00:00:00	GAZ:United States of America	D02	0	True	181.32	ENVO:urban biome	ENVO:anthropogenic environmental material	ENVO:dust	True	7	human		1256227	H07a	H07a.D02.House_07a.Bedroom_Floor	H07a.D02.Bedroom_Floor	H07a.Bedroom_Floor	41.88		-87.63	Before	True		0	2	1	0.5	Cat	ANL	True	True	completed	1375	sequenced (16S)	3628	XXQIITAXX		House	House	sink	House_07a	House_07a.Bedroom_Floor	Bedroom_Floor	1256227	6:11AM	Gilbert_house_forensics_BE
