Source Name	Material Type	Term Source REF	Term Accession Number	Characteristics[MiXS_host_age]	Characteristics[BFO_0000023]	Characteristics[MiXS_alt]	Characteristics[MiXS_host_body_habitat]	Characteristics[OBI_0001627]	Characteristics[ENVO_00000176]	Characteristics[MiXS_env_biome]	Characteristics[MiXS_env_feature]	Characteristics[MiXS_host_common_name]	Characteristics[MiXS_host_taxid]	Characteristics[OBI_0001620]	Characteristics[OBI_0001621]	Characteristics[PATO_0000047]	Characteristics[GAZ_00000448]	Protocol REF	Sample Name	Material Type	Term Source REF	Term Accession Number	Description	Characteristics[MiXS_host_body_product]	Characteristics[MiXS_host_body_site]	Characteristics[MiXS_env_material]	Protocol REF	Extract Name	Material Type	Term Source REF	Term Accession Number
G-CV283	host organism	GO	GO_0018995	8	nurse	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99	female	Gurabo	sample collection	1064.G.CV283	sample from organism	OBI	OBI_0000671	"Whole intestine tissue, with food content."	UBERON:tissue	UBERON:intestine	ENVO:organic material	DNA extraction	Extract 1064.G.CV283	DNA extract	OBI	OBI_0001051
G-CV284	host organism	GO	GO_0018995	8	nurse	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99	female	Gurabo	sample collection	1064.G.CV284	sample from organism	OBI	OBI_0000671	"Whole intestine tissue, with food content."	UBERON:tissue	UBERON:intestine	ENVO:organic material	DNA extraction	Extract 1064.G.CV284	DNA extract	OBI	OBI_0001051
G-CV285	host organism	GO	GO_0018995	8	nurse	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99	female	Gurabo	sample collection	1064.G.CV285	sample from organism	OBI	OBI_0000671	"Whole intestine tissue, with food content."	UBERON:tissue	UBERON:intestine	ENVO:organic material	DNA extraction	Extract 1064.G.CV285	DNA extract	OBI	OBI_0001051
G-CV286	host organism	GO	GO_0018995	8	nurse	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99	female	Gurabo	sample collection	1064.G.CV286	sample from organism	OBI	OBI_0000671	"Whole intestine tissue, with food content."	UBERON:tissue	UBERON:intestine	ENVO:organic material	DNA extraction	Extract 1064.G.CV286	DNA extract	OBI	OBI_0001051
H-CV281	host organism	GO	GO_0018995	8	nurse	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99	female	Gurabo	sample collection	1064.H.CV281	sample from organism	OBI	OBI_0000671	Complete Head	UBERON:tissue	UBERON:head	ENVO:organic material	DNA extraction	Extract 1064.H.CV281	DNA extract	OBI	OBI_0001051
H-CV282	host organism	GO	GO_0018995	8	nurse	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99	female	Gurabo	sample collection	1064.H.CV282	sample from organism	OBI	OBI_0000671	Complete Head	UBERON:tissue	UBERON:head	ENVO:organic material	DNA extraction	Extract 1064.H.CV282	DNA extract	OBI	OBI_0001051
H-CV283	host organism	GO	GO_0018995	8	nurse	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99	female	Gurabo	sample collection	1064.H.CV283	sample from organism	OBI	OBI_0000671	Complete Head	UBERON:tissue	UBERON:head	ENVO:organic material	DNA extraction	Extract 1064.H.CV283	DNA extract	OBI	OBI_0001051
H-CV284	host organism	GO	GO_0018995	8	nurse	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99	female	Gurabo	sample collection	1064.H.CV284	sample from organism	OBI	OBI_0000671	Complete Head	UBERON:tissue	UBERON:head	ENVO:organic material	DNA extraction	Extract 1064.H.CV284	DNA extract	OBI	OBI_0001051
H-CV285	host organism	GO	GO_0018995	8	nurse	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99	female	Gurabo	sample collection	1064.H.CV285	sample from organism	OBI	OBI_0000671	Complete Head	UBERON:tissue	UBERON:head	ENVO:organic material	DNA extraction	Extract 1064.H.CV285	DNA extract	OBI	OBI_0001051
H-CV286	host organism	GO	GO_0018995	8	nurse	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99	female	Gurabo	sample collection	1064.H.CV286	sample from organism	OBI	OBI_0000671	Complete Head	UBERON:tissue	UBERON:head	ENVO:organic material	DNA extraction	Extract 1064.H.CV286	DNA extract	OBI	OBI_0001051
G-CV287	host organism	GO	GO_0018995	9	nurse	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99	female	Gurabo	sample collection	1064.G.CV287	sample from organism	OBI	OBI_0000671	"Whole intestine tissue, with food content."	UBERON:tissue	UBERON:intestine	ENVO:organic material	DNA extraction	Extract 1064.G.CV287	DNA extract	OBI	OBI_0001051
G-CV288	host organism	GO	GO_0018995	9	nurse	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99	female	Gurabo	sample collection	1064.G.CV288	sample from organism	OBI	OBI_0000671	"Whole intestine tissue, with food content."	UBERON:tissue	UBERON:intestine	ENVO:organic material	DNA extraction	Extract 1064.G.CV288	DNA extract	OBI	OBI_0001051
G-CV289	host organism	GO	GO_0018995	9	nurse	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99	female	Gurabo	sample collection	1064.G.CV289	sample from organism	OBI	OBI_0000671	"Whole intestine tissue, with food content."	UBERON:tissue	UBERON:intestine	ENVO:organic material	DNA extraction	Extract 1064.G.CV289	DNA extract	OBI	OBI_0001051
G-CV290	host organism	GO	GO_0018995	9	nurse	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99	female	Gurabo	sample collection	1064.G.CV290	sample from organism	OBI	OBI_0000671	"Whole intestine tissue, with food content."	UBERON:tissue	UBERON:intestine	ENVO:organic material	DNA extraction	Extract 1064.G.CV290	DNA extract	OBI	OBI_0001051
G-CV291	host organism	GO	GO_0018995	9	nurse	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99	female	Gurabo	sample collection	1064.G.CV291	sample from organism	OBI	OBI_0000671	"Whole intestine tissue, with food content."	UBERON:tissue	UBERON:intestine	ENVO:organic material	DNA extraction	Extract 1064.G.CV291	DNA extract	OBI	OBI_0001051
G-CV292	host organism	GO	GO_0018995	9	nurse	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99	female	Gurabo	sample collection	1064.G.CV292	sample from organism	OBI	OBI_0000671	"Whole intestine tissue, with food content."	UBERON:tissue	UBERON:intestine	ENVO:organic material	DNA extraction	Extract 1064.G.CV292	DNA extract	OBI	OBI_0001051
H-CV287	host organism	GO	GO_0018995	9	nurse	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99	female	Gurabo	sample collection	1064.H.CV287	sample from organism	OBI	OBI_0000671	Complete Head	UBERON:tissue	UBERON:head	ENVO:organic material	DNA extraction	Extract 1064.H.CV287	DNA extract	OBI	OBI_0001051
H-CV288	host organism	GO	GO_0018995	9	nurse	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99	female	Gurabo	sample collection	1064.H.CV288	sample from organism	OBI	OBI_0000671	Complete Head	UBERON:tissue	UBERON:head	ENVO:organic material	DNA extraction	Extract 1064.H.CV288	DNA extract	OBI	OBI_0001051
H-CV289	host organism	GO	GO_0018995	9	nurse	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99	female	Gurabo	sample collection	1064.H.CV289	sample from organism	OBI	OBI_0000671	Complete Head	UBERON:tissue	UBERON:head	ENVO:organic material	DNA extraction	Extract 1064.H.CV289	DNA extract	OBI	OBI_0001051
H-CV290	host organism	GO	GO_0018995	9	nurse	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99	female	Gurabo	sample collection	1064.H.CV290	sample from organism	OBI	OBI_0000671	Complete Head	UBERON:tissue	UBERON:head	ENVO:organic material	DNA extraction	Extract 1064.H.CV290	DNA extract	OBI	OBI_0001051
H-CV291	host organism	GO	GO_0018995	9	nurse	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99	female	Gurabo	sample collection	1064.H.CV291	sample from organism	OBI	OBI_0000671	Complete Head	UBERON:tissue	UBERON:head	ENVO:organic material	DNA extraction	Extract 1064.H.CV291	DNA extract	OBI	OBI_0001051
H-CV292	host organism	GO	GO_0018995	9	nurse	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99	female	Gurabo	sample collection	1064.H.CV292	sample from organism	OBI	OBI_0000671	Complete Head	UBERON:tissue	UBERON:head	ENVO:organic material	DNA extraction	Extract 1064.H.CV292	DNA extract	OBI	OBI_0001051
G-CV336	host organism	GO	GO_0018995	10	worker	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99	female	Gurabo	sample collection	1064.G.CV336	sample from organism	OBI	OBI_0000671	"Whole intestine tissue, with food content."	UBERON:tissue	UBERON:intestine	ENVO:organic material	DNA extraction	Extract 1064.G.CV336	DNA extract	OBI	OBI_0001051
G-CV337	host organism	GO	GO_0018995	10	worker	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99	female	Gurabo	sample collection	1064.G.CV337	sample from organism	OBI	OBI_0000671	"Whole intestine tissue, with food content."	UBERON:tissue	UBERON:intestine	ENVO:organic material	DNA extraction	Extract 1064.G.CV337	DNA extract	OBI	OBI_0001051
G-CV338	host organism	GO	GO_0018995	10	worker	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99	female	Gurabo	sample collection	1064.G.CV338	sample from organism	OBI	OBI_0000671	"Whole intestine tissue, with food content."	UBERON:tissue	UBERON:intestine	ENVO:organic material	DNA extraction	Extract 1064.G.CV338	DNA extract	OBI	OBI_0001051
G-CV339	host organism	GO	GO_0018995	10	worker	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99	female	Gurabo	sample collection	1064.G.CV339	sample from organism	OBI	OBI_0000671	"Whole intestine tissue, with food content."	UBERON:tissue	UBERON:intestine	ENVO:organic material	DNA extraction	Extract 1064.G.CV339	DNA extract	OBI	OBI_0001051
G-CV340	host organism	GO	GO_0018995	10	worker	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99	female	Gurabo	sample collection	1064.G.CV340	sample from organism	OBI	OBI_0000671	"Whole intestine tissue, with food content."	UBERON:tissue	UBERON:intestine	ENVO:organic material	DNA extraction	Extract 1064.G.CV340	DNA extract	OBI	OBI_0001051
G-CV341	host organism	GO	GO_0018995	10	worker	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99	female	Gurabo	sample collection	1064.G.CV341	sample from organism	OBI	OBI_0000671	"Whole intestine tissue, with food content."	UBERON:tissue	UBERON:intestine	ENVO:organic material	DNA extraction	Extract 1064.G.CV341	DNA extract	OBI	OBI_0001051
H-CV336	host organism	GO	GO_0018995	10	worker	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99	female	Gurabo	sample collection	1064.H.CV336	sample from organism	OBI	OBI_0000671	Complete Head	UBERON:tissue	UBERON:head	ENVO:organic material	DNA extraction	Extract 1064.H.CV336	DNA extract	OBI	OBI_0001051
H-CV337	host organism	GO	GO_0018995	10	worker	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99	female	Gurabo	sample collection	1064.H.CV337	sample from organism	OBI	OBI_0000671	Complete Head	UBERON:tissue	UBERON:head	ENVO:organic material	DNA extraction	Extract 1064.H.CV337	DNA extract	OBI	OBI_0001051
H-CV338	host organism	GO	GO_0018995	10	worker	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99	female	Gurabo	sample collection	1064.H.CV338	sample from organism	OBI	OBI_0000671	Complete Head	UBERON:tissue	UBERON:head	ENVO:organic material	DNA extraction	Extract 1064.H.CV338	DNA extract	OBI	OBI_0001051
H-CV339	host organism	GO	GO_0018995	10	worker	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99	female	Gurabo	sample collection	1064.H.CV339	sample from organism	OBI	OBI_0000671	Complete Head	UBERON:tissue	UBERON:head	ENVO:organic material	DNA extraction	Extract 1064.H.CV339	DNA extract	OBI	OBI_0001051
H-CV340	host organism	GO	GO_0018995	10	worker	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99	female	Gurabo	sample collection	1064.H.CV340	sample from organism	OBI	OBI_0000671	Complete Head	UBERON:tissue	UBERON:head	ENVO:organic material	DNA extraction	Extract 1064.H.CV340	DNA extract	OBI	OBI_0001051
H-CV341	host organism	GO	GO_0018995	10	worker	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99	female	Gurabo	sample collection	1064.H.CV341	sample from organism	OBI	OBI_0000671	Complete Head	UBERON:tissue	UBERON:head	ENVO:organic material	DNA extraction	Extract 1064.H.CV341	DNA extract	OBI	OBI_0001051
G-CJV195	host organism	GO	GO_0018995	12	worker	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99	female	Gurabo	sample collection	1064.G.CJV195	sample from organism	OBI	OBI_0000671	"Whole intestine tissue, with food content."	UBERON:tissue	UBERON:intestine	ENVO:organic material	DNA extraction	Extract 1064.G.CJV195	DNA extract	OBI	OBI_0001051
G-CJV196	host organism	GO	GO_0018995	12	worker	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99	female	Gurabo	sample collection	1064.G.CJV196	sample from organism	OBI	OBI_0000671	"Whole intestine tissue, with food content."	UBERON:tissue	UBERON:intestine	ENVO:organic material	DNA extraction	Extract 1064.G.CJV196	DNA extract	OBI	OBI_0001051
G-CJV197	host organism	GO	GO_0018995	12	worker	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99	female	Gurabo	sample collection	1064.G.CJV197	sample from organism	OBI	OBI_0000671	"Whole intestine tissue, with food content."	UBERON:tissue	UBERON:intestine	ENVO:organic material	DNA extraction	Extract 1064.G.CJV197	DNA extract	OBI	OBI_0001051
G-CJV198	host organism	GO	GO_0018995	12	worker	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99	female	Gurabo	sample collection	1064.G.CJV198	sample from organism	OBI	OBI_0000671	"Whole intestine tissue, with food content."	UBERON:tissue	UBERON:intestine	ENVO:organic material	DNA extraction	Extract 1064.G.CJV198	DNA extract	OBI	OBI_0001051
G-CJV199	host organism	GO	GO_0018995	12	worker	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99	female	Gurabo	sample collection	1064.G.CJV199	sample from organism	OBI	OBI_0000671	"Whole intestine tissue, with food content."	UBERON:tissue	UBERON:intestine	ENVO:organic material	DNA extraction	Extract 1064.G.CJV199	DNA extract	OBI	OBI_0001051
G-CJV200	host organism	GO	GO_0018995	12	worker	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99	female	Gurabo	sample collection	1064.G.CJV200	sample from organism	OBI	OBI_0000671	"Whole intestine tissue, with food content."	UBERON:tissue	UBERON:intestine	ENVO:organic material	DNA extraction	Extract 1064.G.CJV200	DNA extract	OBI	OBI_0001051
G-CV299	host organism	GO	GO_0018995	12	worker	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99	female	Gurabo	sample collection	1064.G.CV299	sample from organism	OBI	OBI_0000671	"Whole intestine tissue, with food content."	UBERON:tissue	UBERON:intestine	ENVO:organic material	DNA extraction	Extract 1064.G.CV299	DNA extract	OBI	OBI_0001051
G-CV300	host organism	GO	GO_0018995	12	worker	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99	female	Gurabo	sample collection	1064.G.CV300	sample from organism	OBI	OBI_0000671	"Whole intestine tissue, with food content."	UBERON:tissue	UBERON:intestine	ENVO:organic material	DNA extraction	Extract 1064.G.CV300	DNA extract	OBI	OBI_0001051
G-CV301	host organism	GO	GO_0018995	12	worker	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99	female	Gurabo	sample collection	1064.G.CV301	sample from organism	OBI	OBI_0000671	"Whole intestine tissue, with food content."	UBERON:tissue	UBERON:intestine	ENVO:organic material	DNA extraction	Extract 1064.G.CV301	DNA extract	OBI	OBI_0001051
G-CV302	host organism	GO	GO_0018995	12	worker	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99	female	Gurabo	sample collection	1064.G.CV302	sample from organism	OBI	OBI_0000671	"Whole intestine tissue, with food content."	UBERON:tissue	UBERON:intestine	ENVO:organic material	DNA extraction	Extract 1064.G.CV302	DNA extract	OBI	OBI_0001051
G-CV303	host organism	GO	GO_0018995	12	worker	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99	female	Gurabo	sample collection	1064.G.CV303	sample from organism	OBI	OBI_0000671	"Whole intestine tissue, with food content."	UBERON:tissue	UBERON:intestine	ENVO:organic material	DNA extraction	Extract 1064.G.CV303	DNA extract	OBI	OBI_0001051
G-CV304	host organism	GO	GO_0018995	12	worker	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99	female	Gurabo	sample collection	1064.G.CV304	sample from organism	OBI	OBI_0000671	"Whole intestine tissue, with food content."	UBERON:tissue	UBERON:intestine	ENVO:organic material	DNA extraction	Extract 1064.G.CV304	DNA extract	OBI	OBI_0001051
G-CV43	host organism	GO	GO_0018995	12	worker	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99	female	Gurabo	sample collection	1064.G.CV43	sample from organism	OBI	OBI_0000671	"Whole intestine tissue, with food content."	UBERON:tissue	UBERON:intestine	ENVO:organic material	DNA extraction	Extract 1064.G.CV43	DNA extract	OBI	OBI_0001051
G-CV44	host organism	GO	GO_0018995	12	worker	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99	female	Gurabo	sample collection	1064.G.CV44	sample from organism	OBI	OBI_0000671	"Whole intestine tissue, with food content."	UBERON:tissue	UBERON:intestine	ENVO:organic material	DNA extraction	Extract 1064.G.CV44	DNA extract	OBI	OBI_0001051
G-CV45	host organism	GO	GO_0018995	12	worker	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99	female	Gurabo	sample collection	1064.G.CV45	sample from organism	OBI	OBI_0000671	"Whole intestine tissue, with food content."	UBERON:tissue	UBERON:intestine	ENVO:organic material	DNA extraction	Extract 1064.G.CV45	DNA extract	OBI	OBI_0001051
G-CV46	host organism	GO	GO_0018995	12	worker	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99	female	Gurabo	sample collection	1064.G.CV46	sample from organism	OBI	OBI_0000671	"Whole intestine tissue, with food content."	UBERON:tissue	UBERON:intestine	ENVO:organic material	DNA extraction	Extract 1064.G.CV46	DNA extract	OBI	OBI_0001051
G-CV47	host organism	GO	GO_0018995	12	worker	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99	female	Gurabo	sample collection	1064.G.CV47	sample from organism	OBI	OBI_0000671	"Whole intestine tissue, with food content."	UBERON:tissue	UBERON:intestine	ENVO:organic material	DNA extraction	Extract 1064.G.CV47	DNA extract	OBI	OBI_0001051
G-CV48	host organism	GO	GO_0018995	12	worker	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99	female	Gurabo	sample collection	1064.G.CV48	sample from organism	OBI	OBI_0000671	"Whole intestine tissue, with food content."	UBERON:tissue	UBERON:intestine	ENVO:organic material	DNA extraction	Extract 1064.G.CV48	DNA extract	OBI	OBI_0001051
H-CJV195	host organism	GO	GO_0018995	12	worker	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99	female	Gurabo	sample collection	1064.H.CJV195	sample from organism	OBI	OBI_0000671	Complete Head	UBERON:tissue	UBERON:head	ENVO:organic material	DNA extraction	Extract 1064.H.CJV195	DNA extract	OBI	OBI_0001051
H-CJV196	host organism	GO	GO_0018995	12	worker	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99	female	Gurabo	sample collection	1064.H.CJV196	sample from organism	OBI	OBI_0000671	Complete Head	UBERON:tissue	UBERON:head	ENVO:organic material	DNA extraction	Extract 1064.H.CJV196	DNA extract	OBI	OBI_0001051
H-CJV197	host organism	GO	GO_0018995	12	worker	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99	female	Gurabo	sample collection	1064.H.CJV197	sample from organism	OBI	OBI_0000671	Complete Head	UBERON:tissue	UBERON:head	ENVO:organic material	DNA extraction	Extract 1064.H.CJV197	DNA extract	OBI	OBI_0001051
H-CJV198	host organism	GO	GO_0018995	12	worker	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99	female	Gurabo	sample collection	1064.H.CJV198	sample from organism	OBI	OBI_0000671	Complete Head	UBERON:tissue	UBERON:head	ENVO:organic material	DNA extraction	Extract 1064.H.CJV198	DNA extract	OBI	OBI_0001051
H-CJV199	host organism	GO	GO_0018995	12	worker	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99	female	Gurabo	sample collection	1064.H.CJV199	sample from organism	OBI	OBI_0000671	Complete Head	UBERON:tissue	UBERON:head	ENVO:organic material	DNA extraction	Extract 1064.H.CJV199	DNA extract	OBI	OBI_0001051
H-CJV200	host organism	GO	GO_0018995	12	worker	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99	female	Gurabo	sample collection	1064.H.CJV200	sample from organism	OBI	OBI_0000671	Complete Head	UBERON:tissue	UBERON:head	ENVO:organic material	DNA extraction	Extract 1064.H.CJV200	DNA extract	OBI	OBI_0001051
H-CV299	host organism	GO	GO_0018995	12	worker	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99	female	Gurabo	sample collection	1064.H.CV299	sample from organism	OBI	OBI_0000671	Complete Head	UBERON:tissue	UBERON:head	ENVO:organic material	DNA extraction	Extract 1064.H.CV299	DNA extract	OBI	OBI_0001051
H-CV300	host organism	GO	GO_0018995	12	worker	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99	female	Gurabo	sample collection	1064.H.CV300	sample from organism	OBI	OBI_0000671	Complete Head	UBERON:tissue	UBERON:head	ENVO:organic material	DNA extraction	Extract 1064.H.CV300	DNA extract	OBI	OBI_0001051
H-CV301	host organism	GO	GO_0018995	12	worker	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99	female	Gurabo	sample collection	1064.H.CV301	sample from organism	OBI	OBI_0000671	Complete Head	UBERON:tissue	UBERON:head	ENVO:organic material	DNA extraction	Extract 1064.H.CV301	DNA extract	OBI	OBI_0001051
H-CV302	host organism	GO	GO_0018995	12	worker	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99	female	Gurabo	sample collection	1064.H.CV302	sample from organism	OBI	OBI_0000671	Complete Head	UBERON:tissue	UBERON:head	ENVO:organic material	DNA extraction	Extract 1064.H.CV302	DNA extract	OBI	OBI_0001051
H-CV303	host organism	GO	GO_0018995	12	worker	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99	female	Gurabo	sample collection	1064.H.CV303	sample from organism	OBI	OBI_0000671	Complete Head	UBERON:tissue	UBERON:head	ENVO:organic material	DNA extraction	Extract 1064.H.CV303	DNA extract	OBI	OBI_0001051
