Source Name	Material Type	Term Source REF	Term Accession Number	Characteristics[MiXS_host_age]	Characteristics[BFO_0000023]	Characteristics[MiXS_alt]	Characteristics[MiXS_host_body_habitat]	Characteristics[OBI_0001627]	Characteristics[ENVO_00000176]	Characteristics[MiXS_env_biome]	Characteristics[MiXS_env_feature]	Characteristics[MiXS_host_common_name]	Characteristics[MiXS_host_taxid]	Characteristics[OBI_0001620]	Characteristics[OBI_0001621]	Characteristics[PATO_0000047]	Characteristics[GAZ_00000448]	Protocol REF	Sample Name	Material Type	Term Source REF	Term Accession Number	Description	Characteristics[MiXS_host_body_product]	Characteristics[MiXS_host_body_site]	Characteristics[MiXS_env_material]	Protocol REF	Extract Name	Material Type	Term Source REF	Term Accession Number
H-CV91	host organism	GO	GO_0018995		drone	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99	male	Gurabo	sample collection	1064.H.CV91	sample from organism	OBI	OBI_0000671	Complete Head	UBERON:tissue	UBERON:head	ENVO:organic material	DNA extraction	Extract 1064.H.CV91	DNA extract	OBI	OBI_0001051
H-CV92	host organism	GO	GO_0018995		drone	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99	male	Gurabo	sample collection	1064.H.CV92	sample from organism	OBI	OBI_0000671	Complete Head	UBERON:tissue	UBERON:head	ENVO:organic material	DNA extraction	Extract 1064.H.CV92	DNA extract	OBI	OBI_0001051
H-CV93	host organism	GO	GO_0018995		drone	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99	male	Gurabo	sample collection	1064.H.CV93	sample from organism	OBI	OBI_0000671	Complete Head	UBERON:tissue	UBERON:head	ENVO:organic material	DNA extraction	Extract 1064.H.CV93	DNA extract	OBI	OBI_0001051
H-CV94	host organism	GO	GO_0018995		drone	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99	male	Gurabo	sample collection	1064.H.CV94	sample from organism	OBI	OBI_0000671	Complete Head	UBERON:tissue	UBERON:head	ENVO:organic material	DNA extraction	Extract 1064.H.CV94	DNA extract	OBI	OBI_0001051
H-CV95	host organism	GO	GO_0018995		drone	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99	male	Gurabo	sample collection	1064.H.CV95	sample from organism	OBI	OBI_0000671	Complete Head	UBERON:tissue	UBERON:head	ENVO:organic material	DNA extraction	Extract 1064.H.CV95	DNA extract	OBI	OBI_0001051
Royal Jelly 30	host organism	GO	GO_0018995			0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99		Gurabo	sample collection	1064.Royal.Jelly.30	sample from organism	OBI	OBI_0000671	Royal Jelly preserved and frozen	UBERON:secretion	UBERON:hypopharynx	ENVO:organic material	DNA extraction	Extract 1064.Royal.Jelly.30	DNA extract	OBI	OBI_0001051
Royal Jelly 36	host organism	GO	GO_0018995			0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99		Gurabo	sample collection	1064.Royal.Jelly.36	sample from organism	OBI	OBI_0000671	Royal Jelly preserved and frozen	UBERON:secretion	UBERON:hypopharynx	ENVO:organic material	DNA extraction	Extract 1064.Royal.Jelly.36	DNA extract	OBI	OBI_0001051
Royal Jelly P4	host organism	GO	GO_0018995			0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99		Gurabo	sample collection	1064.Royal.Jelly.P4	sample from organism	OBI	OBI_0000671	Royal Jelly preserved and frozen	UBERON:secretion	UBERON:hypopharynx	ENVO:organic material	DNA extraction	Extract 1064.Royal.Jelly.P4	DNA extract	OBI	OBI_0001051
W-CJV177	host organism	GO	GO_0018995		larvae	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99		Gurabo	sample collection	1064.W.CJV177	sample from organism	OBI	OBI_0000671	Whole Larval Body	UBERON:body	UBERON:body	ENVO:organic material	DNA extraction	Extract 1064.W.CJV177	DNA extract	OBI	OBI_0001051
W-CJV178	host organism	GO	GO_0018995		larvae	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99		Gurabo	sample collection	1064.W.CJV178	sample from organism	OBI	OBI_0000671	Whole Larval Body	UBERON:body	UBERON:body	ENVO:organic material	DNA extraction	Extract 1064.W.CJV178	DNA extract	OBI	OBI_0001051
W-CJV179	host organism	GO	GO_0018995		larvae	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99		Gurabo	sample collection	1064.W.CJV179	sample from organism	OBI	OBI_0000671	Whole Larval Body	UBERON:body	UBERON:body	ENVO:organic material	DNA extraction	Extract 1064.W.CJV179	DNA extract	OBI	OBI_0001051
W-CJV180	host organism	GO	GO_0018995		larvae	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99		Gurabo	sample collection	1064.W.CJV180	sample from organism	OBI	OBI_0000671	Whole Larval Body	UBERON:body	UBERON:body	ENVO:organic material	DNA extraction	Extract 1064.W.CJV180	DNA extract	OBI	OBI_0001051
W-CJV181	host organism	GO	GO_0018995		larvae	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99		Gurabo	sample collection	1064.W.CJV181	sample from organism	OBI	OBI_0000671	Whole Larval Body	UBERON:body	UBERON:body	ENVO:organic material	DNA extraction	Extract 1064.W.CJV181	DNA extract	OBI	OBI_0001051
W-CJV182	host organism	GO	GO_0018995		larvae	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99		Gurabo	sample collection	1064.W.CJV182	sample from organism	OBI	OBI_0000671	Whole Larval Body	UBERON:body	UBERON:body	ENVO:organic material	DNA extraction	Extract 1064.W.CJV182	DNA extract	OBI	OBI_0001051
W-CJV183	host organism	GO	GO_0018995		pupae	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99		Gurabo	sample collection	1064.W.CJV183	sample from organism	OBI	OBI_0000671	Whole Pupae body	UBERON:body	UBERON:body	ENVO:organic material	DNA extraction	Extract 1064.W.CJV183	DNA extract	OBI	OBI_0001051
W-CJV184	host organism	GO	GO_0018995		pupae	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99		Gurabo	sample collection	1064.W.CJV184	sample from organism	OBI	OBI_0000671	Whole Pupae body	UBERON:body	UBERON:body	ENVO:organic material	DNA extraction	Extract 1064.W.CJV184	DNA extract	OBI	OBI_0001051
W-CJV185	host organism	GO	GO_0018995		pupae	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99		Gurabo	sample collection	1064.W.CJV185	sample from organism	OBI	OBI_0000671	Whole Pupae body	UBERON:body	UBERON:body	ENVO:organic material	DNA extraction	Extract 1064.W.CJV185	DNA extract	OBI	OBI_0001051
W-CJV186	host organism	GO	GO_0018995		pupae	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99		Gurabo	sample collection	1064.W.CJV186	sample from organism	OBI	OBI_0000671	Whole Pupae body	UBERON:body	UBERON:body	ENVO:organic material	DNA extraction	Extract 1064.W.CJV186	DNA extract	OBI	OBI_0001051
W-CJV187	host organism	GO	GO_0018995		pupae	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99		Gurabo	sample collection	1064.W.CJV187	sample from organism	OBI	OBI_0000671	Whole Pupae body	UBERON:body	UBERON:body	ENVO:organic material	DNA extraction	Extract 1064.W.CJV187	DNA extract	OBI	OBI_0001051
W-CJV188	host organism	GO	GO_0018995		pupae	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99		Gurabo	sample collection	1064.W.CJV188	sample from organism	OBI	OBI_0000671	Whole Pupae body	UBERON:body	UBERON:body	ENVO:organic material	DNA extraction	Extract 1064.W.CJV188	DNA extract	OBI	OBI_0001051
W-CJV215	host organism	GO	GO_0018995		larvae	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99		Gurabo	sample collection	1064.W.CJV215	sample from organism	OBI	OBI_0000671	Whole Larval Body	UBERON:body	UBERON:body	ENVO:organic material	DNA extraction	Extract 1064.W.CJV215	DNA extract	OBI	OBI_0001051
W-CJV216	host organism	GO	GO_0018995		larvae	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99		Gurabo	sample collection	1064.W.CJV216	sample from organism	OBI	OBI_0000671	Whole Larval Body	UBERON:body	UBERON:body	ENVO:organic material	DNA extraction	Extract 1064.W.CJV216	DNA extract	OBI	OBI_0001051
W-CJV217	host organism	GO	GO_0018995		larvae	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99		Gurabo	sample collection	1064.W.CJV217	sample from organism	OBI	OBI_0000671	Whole Larval Body	UBERON:body	UBERON:body	ENVO:organic material	DNA extraction	Extract 1064.W.CJV217	DNA extract	OBI	OBI_0001051
W-CJV218	host organism	GO	GO_0018995		larvae	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99		Gurabo	sample collection	1064.W.CJV218	sample from organism	OBI	OBI_0000671	Whole Larval Body	UBERON:body	UBERON:body	ENVO:organic material	DNA extraction	Extract 1064.W.CJV218	DNA extract	OBI	OBI_0001051
W-CJV219	host organism	GO	GO_0018995		larvae	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99		Gurabo	sample collection	1064.W.CJV219	sample from organism	OBI	OBI_0000671	Whole Larval Body	UBERON:body	UBERON:body	ENVO:organic material	DNA extraction	Extract 1064.W.CJV219	DNA extract	OBI	OBI_0001051
W-CJV220	host organism	GO	GO_0018995		larvae	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99		Gurabo	sample collection	1064.W.CJV220	sample from organism	OBI	OBI_0000671	Whole Larval Body	UBERON:body	UBERON:body	ENVO:organic material	DNA extraction	Extract 1064.W.CJV220	DNA extract	OBI	OBI_0001051
W-CJV221	host organism	GO	GO_0018995		pupae	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99		Gurabo	sample collection	1064.W.CJV221	sample from organism	OBI	OBI_0000671	Whole Pupae body	UBERON:body	UBERON:body	ENVO:organic material	DNA extraction	Extract 1064.W.CJV221	DNA extract	OBI	OBI_0001051
W-CJV222	host organism	GO	GO_0018995		pupae	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99		Gurabo	sample collection	1064.W.CJV222	sample from organism	OBI	OBI_0000671	Whole Pupae body	UBERON:body	UBERON:body	ENVO:organic material	DNA extraction	Extract 1064.W.CJV222	DNA extract	OBI	OBI_0001051
W-CJV223	host organism	GO	GO_0018995		pupae	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99		Gurabo	sample collection	1064.W.CJV223	sample from organism	OBI	OBI_0000671	Whole Pupae body	UBERON:body	UBERON:body	ENVO:organic material	DNA extraction	Extract 1064.W.CJV223	DNA extract	OBI	OBI_0001051
W-CJV224	host organism	GO	GO_0018995		pupae	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99		Gurabo	sample collection	1064.W.CJV224	sample from organism	OBI	OBI_0000671	Whole Pupae body	UBERON:body	UBERON:body	ENVO:organic material	DNA extraction	Extract 1064.W.CJV224	DNA extract	OBI	OBI_0001051
W-CJV225	host organism	GO	GO_0018995		pupae	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99		Gurabo	sample collection	1064.W.CJV225	sample from organism	OBI	OBI_0000671	Whole Pupae body	UBERON:body	UBERON:body	ENVO:organic material	DNA extraction	Extract 1064.W.CJV225	DNA extract	OBI	OBI_0001051
W-CJV226	host organism	GO	GO_0018995		pupae	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99		Gurabo	sample collection	1064.W.CJV226	sample from organism	OBI	OBI_0000671	Whole Pupae body	UBERON:body	UBERON:body	ENVO:organic material	DNA extraction	Extract 1064.W.CJV226	DNA extract	OBI	OBI_0001051
W-CV123	host organism	GO	GO_0018995		larvae	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99		Gurabo	sample collection	1064.W.CV123	sample from organism	OBI	OBI_0000671	Whole Larval Body	UBERON:body	UBERON:body	ENVO:organic material	DNA extraction	Extract 1064.W.CV123	DNA extract	OBI	OBI_0001051
W-CV124	host organism	GO	GO_0018995		larvae	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99		Gurabo	sample collection	1064.W.CV124	sample from organism	OBI	OBI_0000671	Whole Larval Body	UBERON:body	UBERON:body	ENVO:organic material	DNA extraction	Extract 1064.W.CV124	DNA extract	OBI	OBI_0001051
W-CV125	host organism	GO	GO_0018995		larvae	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99		Gurabo	sample collection	1064.W.CV125	sample from organism	OBI	OBI_0000671	Whole Larval Body	UBERON:body	UBERON:body	ENVO:organic material	DNA extraction	Extract 1064.W.CV125	DNA extract	OBI	OBI_0001051
W-CV126	host organism	GO	GO_0018995		larvae	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99		Gurabo	sample collection	1064.W.CV126	sample from organism	OBI	OBI_0000671	Whole Larval Body	UBERON:body	UBERON:body	ENVO:organic material	DNA extraction	Extract 1064.W.CV126	DNA extract	OBI	OBI_0001051
W-CV127	host organism	GO	GO_0018995		larvae	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99		Gurabo	sample collection	1064.W.CV127	sample from organism	OBI	OBI_0000671	Whole Larval Body	UBERON:body	UBERON:body	ENVO:organic material	DNA extraction	Extract 1064.W.CV127	DNA extract	OBI	OBI_0001051
W-CV128	host organism	GO	GO_0018995		larvae	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99		Gurabo	sample collection	1064.W.CV128	sample from organism	OBI	OBI_0000671	Whole Larval Body	UBERON:body	UBERON:body	ENVO:organic material	DNA extraction	Extract 1064.W.CV128	DNA extract	OBI	OBI_0001051
W-CV129	host organism	GO	GO_0018995		pupae	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99		Gurabo	sample collection	1064.W.CV129	sample from organism	OBI	OBI_0000671	Whole Pupae body	UBERON:body	UBERON:body	ENVO:organic material	DNA extraction	Extract 1064.W.CV129	DNA extract	OBI	OBI_0001051
W-CV130	host organism	GO	GO_0018995		pupae	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99		Gurabo	sample collection	1064.W.CV130	sample from organism	OBI	OBI_0000671	Whole Pupae body	UBERON:body	UBERON:body	ENVO:organic material	DNA extraction	Extract 1064.W.CV130	DNA extract	OBI	OBI_0001051
W-CV131	host organism	GO	GO_0018995		pupae	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99		Gurabo	sample collection	1064.W.CV131	sample from organism	OBI	OBI_0000671	Whole Pupae body	UBERON:body	UBERON:body	ENVO:organic material	DNA extraction	Extract 1064.W.CV131	DNA extract	OBI	OBI_0001051
W-CV132	host organism	GO	GO_0018995		pupae	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99		Gurabo	sample collection	1064.W.CV132	sample from organism	OBI	OBI_0000671	Whole Pupae body	UBERON:body	UBERON:body	ENVO:organic material	DNA extraction	Extract 1064.W.CV132	DNA extract	OBI	OBI_0001051
W-CV133	host organism	GO	GO_0018995		pupae	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99		Gurabo	sample collection	1064.W.CV133	sample from organism	OBI	OBI_0000671	Whole Pupae body	UBERON:body	UBERON:body	ENVO:organic material	DNA extraction	Extract 1064.W.CV133	DNA extract	OBI	OBI_0001051
W-CV134	host organism	GO	GO_0018995		pupae	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99		Gurabo	sample collection	1064.W.CV134	sample from organism	OBI	OBI_0000671	Whole Pupae body	UBERON:body	UBERON:body	ENVO:organic material	DNA extraction	Extract 1064.W.CV134	DNA extract	OBI	OBI_0001051
W-CV251	host organism	GO	GO_0018995		larvae	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99		Gurabo	sample collection	1064.W.CV251	sample from organism	OBI	OBI_0000671	Whole Larval Body	UBERON:body	UBERON:body	ENVO:organic material	DNA extraction	Extract 1064.W.CV251	DNA extract	OBI	OBI_0001051
W-CV252	host organism	GO	GO_0018995		larvae	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99		Gurabo	sample collection	1064.W.CV252	sample from organism	OBI	OBI_0000671	Whole Larval Body	UBERON:body	UBERON:body	ENVO:organic material	DNA extraction	Extract 1064.W.CV252	DNA extract	OBI	OBI_0001051
W-CV253	host organism	GO	GO_0018995		larvae	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99		Gurabo	sample collection	1064.W.CV253	sample from organism	OBI	OBI_0000671	Whole Larval Body	UBERON:body	UBERON:body	ENVO:organic material	DNA extraction	Extract 1064.W.CV253	DNA extract	OBI	OBI_0001051
W-CV254	host organism	GO	GO_0018995		larvae	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99		Gurabo	sample collection	1064.W.CV254	sample from organism	OBI	OBI_0000671	Whole Larval Body	UBERON:body	UBERON:body	ENVO:organic material	DNA extraction	Extract 1064.W.CV254	DNA extract	OBI	OBI_0001051
W-CV255	host organism	GO	GO_0018995		larvae	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99		Gurabo	sample collection	1064.W.CV255	sample from organism	OBI	OBI_0000671	Whole Larval Body	UBERON:body	UBERON:body	ENVO:organic material	DNA extraction	Extract 1064.W.CV255	DNA extract	OBI	OBI_0001051
W-CV256	host organism	GO	GO_0018995		larvae	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99		Gurabo	sample collection	1064.W.CV256	sample from organism	OBI	OBI_0000671	Whole Larval Body	UBERON:body	UBERON:body	ENVO:organic material	DNA extraction	Extract 1064.W.CV256	DNA extract	OBI	OBI_0001051
W-CV257	host organism	GO	GO_0018995		pupae	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99		Gurabo	sample collection	1064.W.CV257	sample from organism	OBI	OBI_0000671	Whole Pupae body	UBERON:body	UBERON:body	ENVO:organic material	DNA extraction	Extract 1064.W.CV257	DNA extract	OBI	OBI_0001051
W-CV258	host organism	GO	GO_0018995		pupae	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99		Gurabo	sample collection	1064.W.CV258	sample from organism	OBI	OBI_0000671	Whole Pupae body	UBERON:body	UBERON:body	ENVO:organic material	DNA extraction	Extract 1064.W.CV258	DNA extract	OBI	OBI_0001051
W-CV259	host organism	GO	GO_0018995		pupae	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99		Gurabo	sample collection	1064.W.CV259	sample from organism	OBI	OBI_0000671	Whole Pupae body	UBERON:body	UBERON:body	ENVO:organic material	DNA extraction	Extract 1064.W.CV259	DNA extract	OBI	OBI_0001051
W-CV260	host organism	GO	GO_0018995		pupae	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99		Gurabo	sample collection	1064.W.CV260	sample from organism	OBI	OBI_0000671	Whole Pupae body	UBERON:body	UBERON:body	ENVO:organic material	DNA extraction	Extract 1064.W.CV260	DNA extract	OBI	OBI_0001051
W-CV261	host organism	GO	GO_0018995		pupae	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99		Gurabo	sample collection	1064.W.CV261	sample from organism	OBI	OBI_0000671	Whole Pupae body	UBERON:body	UBERON:body	ENVO:organic material	DNA extraction	Extract 1064.W.CV261	DNA extract	OBI	OBI_0001051
W-CV262	host organism	GO	GO_0018995		pupae	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99		Gurabo	sample collection	1064.W.CV262	sample from organism	OBI	OBI_0000671	Whole Pupae body	UBERON:body	UBERON:body	ENVO:organic material	DNA extraction	Extract 1064.W.CV262	DNA extract	OBI	OBI_0001051
W-CV269	host organism	GO	GO_0018995		pupae	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99		Gurabo	sample collection	1064.W.CV269	sample from organism	OBI	OBI_0000671	Whole Pupae body	UBERON:body	UBERON:body	ENVO:organic material	DNA extraction	Extract 1064.W.CV269	DNA extract	OBI	OBI_0001051
W-CV270	host organism	GO	GO_0018995		pupae	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99		Gurabo	sample collection	1064.W.CV270	sample from organism	OBI	OBI_0000671	Whole Pupae body	UBERON:body	UBERON:body	ENVO:organic material	DNA extraction	Extract 1064.W.CV270	DNA extract	OBI	OBI_0001051
W-CV271	host organism	GO	GO_0018995		pupae	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99		Gurabo	sample collection	1064.W.CV271	sample from organism	OBI	OBI_0000671	Whole Pupae body	UBERON:body	UBERON:body	ENVO:organic material	DNA extraction	Extract 1064.W.CV271	DNA extract	OBI	OBI_0001051
W-CV272	host organism	GO	GO_0018995		pupae	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99		Gurabo	sample collection	1064.W.CV272	sample from organism	OBI	OBI_0000671	Whole Pupae body	UBERON:body	UBERON:body	ENVO:organic material	DNA extraction	Extract 1064.W.CV272	DNA extract	OBI	OBI_0001051
W-CV273	host organism	GO	GO_0018995		pupae	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99		Gurabo	sample collection	1064.W.CV273	sample from organism	OBI	OBI_0000671	Whole Pupae body	UBERON:body	UBERON:body	ENVO:organic material	DNA extraction	Extract 1064.W.CV273	DNA extract	OBI	OBI_0001051
W-CV274	host organism	GO	GO_0018995		pupae	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99		Gurabo	sample collection	1064.W.CV274	sample from organism	OBI	OBI_0000671	Whole Pupae body	UBERON:body	UBERON:body	ENVO:organic material	DNA extraction	Extract 1064.W.CV274	DNA extract	OBI	OBI_0001051
W-CV275	host organism	GO	GO_0018995		larvae	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99		Gurabo	sample collection	1064.W.CV275	sample from organism	OBI	OBI_0000671	Whole Larval Body	UBERON:body	UBERON:body	ENVO:organic material	DNA extraction	Extract 1064.W.CV275	DNA extract	OBI	OBI_0001051
W-CV276	host organism	GO	GO_0018995		larvae	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99		Gurabo	sample collection	1064.W.CV276	sample from organism	OBI	OBI_0000671	Whole Larval Body	UBERON:body	UBERON:body	ENVO:organic material	DNA extraction	Extract 1064.W.CV276	DNA extract	OBI	OBI_0001051
W-CV277	host organism	GO	GO_0018995		larvae	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99		Gurabo	sample collection	1064.W.CV277	sample from organism	OBI	OBI_0000671	Whole Larval Body	UBERON:body	UBERON:body	ENVO:organic material	DNA extraction	Extract 1064.W.CV277	DNA extract	OBI	OBI_0001051
