sample_name	description	source_mt_override	sample_mt_override	age	age_group	altitude	body_habitat	body_product	body_site	collection_timestamp	country	elevation	env_biome	env_feature	env_matter	host_common_name	sex	host_taxid	latitude	longitude
1064.H.CV73	Complete Head			21 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	1/1/2050 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.H.CV74	Complete Head			21 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	1/1/2050 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.H.CV75	Complete Head			21 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	1/1/2050 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.H.CV76	Complete Head			21 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	1/1/2050 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.H.CV77	Complete Head			21 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	12/16/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.H.CV90	Complete Head				drone	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	1/1/2050 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	male	7460	18.22	-65.99
1064.H.CV91	Complete Head				drone	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	1/1/2050 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	male	7460	18.22	-65.99
1064.H.CV92	Complete Head				drone	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	1/1/2050 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	male	7460	18.22	-65.99
1064.H.CV93	Complete Head				drone	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	1/1/2050 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	male	7460	18.22	-65.99
1064.H.CV94	Complete Head				drone	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	1/1/2050 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	male	7460	18.22	-65.99
1064.H.CV95	Complete Head				drone	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	1/1/2050 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	male	7460	18.22	-65.99
1064.H.GVR165	Complete Head			1 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	7/11/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.H.GVR166	Complete Head			1 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	7/11/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.H.GVR167	Complete Head			1 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	7/11/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.H.GVR168	Complete Head			1 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	7/11/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.H.GVR169	Complete Head			1 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	7/11/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.H.GVR170	Complete Head			1 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	7/11/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.Royal.Jelly.30	Royal Jelly preserved and frozen					0	UBERON:multi-cellular organism	UBERON:secretion	UBERON:hypopharynx	1/1/2050 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee		7460	18.22	-65.99
1064.Royal.Jelly.36	Royal Jelly preserved and frozen					0	UBERON:multi-cellular organism	UBERON:secretion	UBERON:hypopharynx	1/1/2050 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee		7460	18.22	-65.99
1064.Royal.Jelly.P4	Royal Jelly preserved and frozen					0	UBERON:multi-cellular organism	UBERON:secretion	UBERON:hypopharynx	1/1/2050 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee		7460	18.22	-65.99
1064.W.CJV177	Whole Larval Body				larvae	0	UBERON:multi-cellular organism	UBERON:body	UBERON:body	7/11/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee		7460	18.22	-65.99
1064.W.CJV178	Whole Larval Body				larvae	0	UBERON:multi-cellular organism	UBERON:body	UBERON:body	7/11/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee		7460	18.22	-65.99
1064.W.CJV179	Whole Larval Body				larvae	0	UBERON:multi-cellular organism	UBERON:body	UBERON:body	7/11/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee		7460	18.22	-65.99
1064.W.CJV180	Whole Larval Body				larvae	0	UBERON:multi-cellular organism	UBERON:body	UBERON:body	7/11/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee		7460	18.22	-65.99
1064.W.CJV181	Whole Larval Body				larvae	0	UBERON:multi-cellular organism	UBERON:body	UBERON:body	7/11/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee		7460	18.22	-65.99
1064.W.CJV182	Whole Larval Body				larvae	0	UBERON:multi-cellular organism	UBERON:body	UBERON:body	7/11/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee		7460	18.22	-65.99
1064.W.CJV183	Whole Pupae body				pupae	0	UBERON:multi-cellular organism	UBERON:body	UBERON:body	7/11/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee		7460	18.22	-65.99
1064.W.CJV184	Whole Pupae body				pupae	0	UBERON:multi-cellular organism	UBERON:body	UBERON:body	7/11/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee		7460	18.22	-65.99
1064.W.CJV185	Whole Pupae body				pupae	0	UBERON:multi-cellular organism	UBERON:body	UBERON:body	7/11/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee		7460	18.22	-65.99
1064.W.CJV186	Whole Pupae body				pupae	0	UBERON:multi-cellular organism	UBERON:body	UBERON:body	7/11/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee		7460	18.22	-65.99
1064.W.CJV187	Whole Pupae body				pupae	0	UBERON:multi-cellular organism	UBERON:body	UBERON:body	7/11/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee		7460	18.22	-65.99
1064.W.CJV188	Whole Pupae body				pupae	0	UBERON:multi-cellular organism	UBERON:body	UBERON:body	7/11/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee		7460	18.22	-65.99
1064.W.CJV215	Whole Larval Body				larvae	0	UBERON:multi-cellular organism	UBERON:body	UBERON:body	7/16/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee		7460	18.22	-65.99
1064.W.CJV216	Whole Larval Body				larvae	0	UBERON:multi-cellular organism	UBERON:body	UBERON:body	7/16/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee		7460	18.22	-65.99
1064.W.CJV217	Whole Larval Body				larvae	0	UBERON:multi-cellular organism	UBERON:body	UBERON:body	7/16/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee		7460	18.22	-65.99
1064.W.CJV218	Whole Larval Body				larvae	0	UBERON:multi-cellular organism	UBERON:body	UBERON:body	7/16/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee		7460	18.22	-65.99
1064.W.CJV219	Whole Larval Body				larvae	0	UBERON:multi-cellular organism	UBERON:body	UBERON:body	7/16/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee		7460	18.22	-65.99
1064.W.CJV220	Whole Larval Body				larvae	0	UBERON:multi-cellular organism	UBERON:body	UBERON:body	7/16/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee		7460	18.22	-65.99
1064.W.CJV221	Whole Pupae body				pupae	0	UBERON:multi-cellular organism	UBERON:body	UBERON:body	7/16/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee		7460	18.22	-65.99
1064.W.CJV222	Whole Pupae body				pupae	0	UBERON:multi-cellular organism	UBERON:body	UBERON:body	7/16/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee		7460	18.22	-65.99
1064.W.CJV223	Whole Pupae body				pupae	0	UBERON:multi-cellular organism	UBERON:body	UBERON:body	7/16/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee		7460	18.22	-65.99
1064.W.CJV224	Whole Pupae body				pupae	0	UBERON:multi-cellular organism	UBERON:body	UBERON:body	7/16/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee		7460	18.22	-65.99
1064.W.CJV225	Whole Pupae body				pupae	0	UBERON:multi-cellular organism	UBERON:body	UBERON:body	7/16/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee		7460	18.22	-65.99
1064.W.CJV226	Whole Pupae body				pupae	0	UBERON:multi-cellular organism	UBERON:body	UBERON:body	7/16/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee		7460	18.22	-65.99
1064.W.CV123	Whole Larval Body				larvae	0	UBERON:multi-cellular organism	UBERON:body	UBERON:body	1/1/2050 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee		7460	18.22	-65.99
1064.W.CV124	Whole Larval Body				larvae	0	UBERON:multi-cellular organism	UBERON:body	UBERON:body	1/1/2050 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee		7460	18.22	-65.99
1064.W.CV125	Whole Larval Body				larvae	0	UBERON:multi-cellular organism	UBERON:body	UBERON:body	1/1/2050 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee		7460	18.22	-65.99
1064.W.CV126	Whole Larval Body				larvae	0	UBERON:multi-cellular organism	UBERON:body	UBERON:body	1/1/2050 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee		7460	18.22	-65.99
1064.W.CV127	Whole Larval Body				larvae	0	UBERON:multi-cellular organism	UBERON:body	UBERON:body	1/1/2050 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee		7460	18.22	-65.99
1064.W.CV128	Whole Larval Body				larvae	0	UBERON:multi-cellular organism	UBERON:body	UBERON:body	1/1/2050 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee		7460	18.22	-65.99
1064.W.CV129	Whole Pupae body				pupae	0	UBERON:multi-cellular organism	UBERON:body	UBERON:body	1/1/2050 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee		7460	18.22	-65.99
1064.W.CV130	Whole Pupae body				pupae	0	UBERON:multi-cellular organism	UBERON:body	UBERON:body	1/1/2050 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee		7460	18.22	-65.99
1064.W.CV131	Whole Pupae body				pupae	0	UBERON:multi-cellular organism	UBERON:body	UBERON:body	1/1/2050 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee		7460	18.22	-65.99
1064.W.CV132	Whole Pupae body				pupae	0	UBERON:multi-cellular organism	UBERON:body	UBERON:body	1/1/2050 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee		7460	18.22	-65.99
1064.W.CV133	Whole Pupae body				pupae	0	UBERON:multi-cellular organism	UBERON:body	UBERON:body	1/1/2050 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee		7460	18.22	-65.99
1064.W.CV134	Whole Pupae body				pupae	0	UBERON:multi-cellular organism	UBERON:body	UBERON:body	1/1/2050 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee		7460	18.22	-65.99
1064.W.CV251	Whole Larval Body				larvae	0	UBERON:multi-cellular organism	UBERON:body	UBERON:body	7/11/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee		7460	18.22	-65.99
1064.W.CV252	Whole Larval Body				larvae	0	UBERON:multi-cellular organism	UBERON:body	UBERON:body	7/11/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee		7460	18.22	-65.99
1064.W.CV253	Whole Larval Body				larvae	0	UBERON:multi-cellular organism	UBERON:body	UBERON:body	7/11/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee		7460	18.22	-65.99
1064.W.CV254	Whole Larval Body				larvae	0	UBERON:multi-cellular organism	UBERON:body	UBERON:body	7/11/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee		7460	18.22	-65.99
1064.W.CV255	Whole Larval Body				larvae	0	UBERON:multi-cellular organism	UBERON:body	UBERON:body	7/11/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee		7460	18.22	-65.99
1064.W.CV256	Whole Larval Body				larvae	0	UBERON:multi-cellular organism	UBERON:body	UBERON:body	7/11/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee		7460	18.22	-65.99
1064.W.CV257	Whole Pupae body				pupae	0	UBERON:multi-cellular organism	UBERON:body	UBERON:body	7/11/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee		7460	18.22	-65.99
1064.W.CV258	Whole Pupae body				pupae	0	UBERON:multi-cellular organism	UBERON:body	UBERON:body	7/11/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee		7460	18.22	-65.99
1064.W.CV259	Whole Pupae body				pupae	0	UBERON:multi-cellular organism	UBERON:body	UBERON:body	7/11/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee		7460	18.22	-65.99
1064.W.CV260	Whole Pupae body				pupae	0	UBERON:multi-cellular organism	UBERON:body	UBERON:body	7/11/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee		7460	18.22	-65.99
1064.W.CV261	Whole Pupae body				pupae	0	UBERON:multi-cellular organism	UBERON:body	UBERON:body	7/11/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee		7460	18.22	-65.99
1064.W.CV262	Whole Pupae body				pupae	0	UBERON:multi-cellular organism	UBERON:body	UBERON:body	7/11/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee		7460	18.22	-65.99
1064.W.CV269	Whole Pupae body				pupae	0	UBERON:multi-cellular organism	UBERON:body	UBERON:body	12/18/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee		7460	18.22	-65.99
1064.W.CV270	Whole Pupae body				pupae	0	UBERON:multi-cellular organism	UBERON:body	UBERON:body	12/16/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee		7460	18.22	-65.99
1064.W.CV271	Whole Pupae body				pupae	0	UBERON:multi-cellular organism	UBERON:body	UBERON:body	12/16/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee		7460	18.22	-65.99
1064.W.CV272	Whole Pupae body				pupae	0	UBERON:multi-cellular organism	UBERON:body	UBERON:body	12/16/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee		7460	18.22	-65.99
1064.W.CV273	Whole Pupae body				pupae	0	UBERON:multi-cellular organism	UBERON:body	UBERON:body	12/16/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee		7460	18.22	-65.99
1064.W.CV274	Whole Pupae body				pupae	0	UBERON:multi-cellular organism	UBERON:body	UBERON:body	12/16/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee		7460	18.22	-65.99
1064.W.CV275	Whole Larval Body				larvae	0	UBERON:multi-cellular organism	UBERON:body	UBERON:body	12/16/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee		7460	18.22	-65.99
1064.W.CV276	Whole Larval Body				larvae	0	UBERON:multi-cellular organism	UBERON:body	UBERON:body	12/16/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee		7460	18.22	-65.99
1064.W.CV277	Whole Larval Body				larvae	0	UBERON:multi-cellular organism	UBERON:body	UBERON:body	12/18/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee		7460	18.22	-65.99
1064.W.CV278	Whole Larval Body				larvae	0	UBERON:multi-cellular organism	UBERON:body	UBERON:body	12/18/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee		7460	18.22	-65.99
1064.W.CV279	Whole Larval Body				larvae	0	UBERON:multi-cellular organism	UBERON:body	UBERON:body	12/18/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee		7460	18.22	-65.99
1064.W.CV280	Whole Larval Body				larvae	0	UBERON:multi-cellular organism	UBERON:body	UBERON:body	12/18/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee		7460	18.22	-65.99
1064.W.CV348	Whole Larval Body				larvae	0	UBERON:multi-cellular organism	UBERON:body	UBERON:body	7/11/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee		7460	18.22	-65.99
1064.W.CV349	Whole Larval Body				larvae	0	UBERON:multi-cellular organism	UBERON:body	UBERON:body	7/12/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee		7460	18.22	-65.99
1064.W.CV350	Whole Larval Body				larvae	0	UBERON:multi-cellular organism	UBERON:body	UBERON:body	7/12/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee		7460	18.22	-65.99
1064.W.CV351	Whole Larval Body				larvae	0	UBERON:multi-cellular organism	UBERON:body	UBERON:body	7/12/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee		7460	18.22	-65.99
1064.W.CV352	Whole Larval Body				larvae	0	UBERON:multi-cellular organism	UBERON:body	UBERON:body	7/12/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee		7460	18.22	-65.99
1064.W.CV353	Whole Larval Body				larvae	0	UBERON:multi-cellular organism	UBERON:body	UBERON:body	7/12/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee		7460	18.22	-65.99
1064.W.CV354	Whole Pupae body				pupae	0	UBERON:multi-cellular organism	UBERON:body	UBERON:body	7/12/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee		7460	18.22	-65.99
1064.W.CV355	Whole Pupae body				pupae	0	UBERON:multi-cellular organism	UBERON:body	UBERON:body	7/12/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee		7460	18.22	-65.99
1064.W.CV356	Whole Pupae body				pupae	0	UBERON:multi-cellular organism	UBERON:body	UBERON:body	7/12/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee		7460	18.22	-65.99
1064.W.CV357	Whole Pupae body				pupae	0	UBERON:multi-cellular organism	UBERON:body	UBERON:body	7/12/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee		7460	18.22	-65.99
1064.W.CV358	Whole Pupae body				pupae	0	UBERON:multi-cellular organism	UBERON:body	UBERON:body	7/12/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee		7460	18.22	-65.99
1064.W.CV359	Whole Pupae body				pupae	0	UBERON:multi-cellular organism	UBERON:body	UBERON:body	7/12/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee		7460	18.22	-65.99
