sample_name	description			host_age	role	altitude	anonymized_name	assigned_from_geo	body_habitat	body_product	body_site	collection_timestamp	colony_tetracycline	common_name	country	depth	dna_extracted	elevation	env_biome	env_feature	env_matter	host_common_name	host_scientific_name	host_subject_id	host_taxid	larval_tetracycline	latitude	longitude	physical_specimen_location	physical_specimen_remaining	public	required_sample_info_status	sample_name_in_tube	sample_type	sex	taxon_id	title	village
1064.G.GVR169	Sample 1064.G.GVR169 : Whole intestine tissue, with food content.			1 days	worker	0	G.GVR169	True	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-11 00:00:00	False	gut metagenome	GAZ:Puerto Rico	0	True	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Apis mellifera	G.GVR169	7460	False	18.22	-65.99	XXQIITAXX	True	True	completed	175	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.GVR170	Sample 1064.G.GVR170 : Whole intestine tissue, with food content.			1 days	worker	0	G.GVR170	True	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	2011-07-11 00:00:00	False	gut metagenome	GAZ:Puerto Rico	0	True	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Apis mellifera	G.GVR170	7460	False	18.22	-65.99	XXQIITAXX	True	True	completed	177	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.H.CJV171	Sample 1064.H.CJV171 : Complete Head				drone	0	H.CJV171	True	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	2008-10-25 00:00:00	True	gut metagenome	GAZ:Puerto Rico	0	True	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Apis mellifera	H-CJV171	7460	True	18.22	-65.99	XXQIITAXX	True	True	completed	142	XXQIITAXX	male	749906	Bee_Microbiome	Gurabo
1064.H.CJV172	Sample 1064.H.CJV172 : Complete Head				drone	0	H.CJV172	True	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	2008-10-24 00:00:00	True	gut metagenome	GAZ:Puerto Rico	0	True	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Apis mellifera	H-CJV172	7460	True	18.22	-65.99	XXQIITAXX	True	True	completed	144	XXQIITAXX	male	749906	Bee_Microbiome	Gurabo
1064.H.CJV173	Sample 1064.H.CJV173 : Complete Head				drone	0	H.CJV173	True	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	2008-10-24 00:00:00	True	gut metagenome	GAZ:Puerto Rico	0	True	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Apis mellifera	H-CJV173	7460	True	18.22	-65.99	XXQIITAXX	True	True	completed	146	XXQIITAXX	male	749906	Bee_Microbiome	Gurabo
1064.H.CJV174	Sample 1064.H.CJV174 : Complete Head				drone	0	H.CJV174	True	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	2008-10-24 00:00:00	True	gut metagenome	GAZ:Puerto Rico	0	True	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Apis mellifera	H-CJV174	7460	True	18.22	-65.99	XXQIITAXX	True	True	completed	148	XXQIITAXX	male	749906	Bee_Microbiome	Gurabo
1064.H.CJV175	Sample 1064.H.CJV175 : Complete Head				drone	0	H.CJV175	True	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	2011-07-11 00:00:00	True	gut metagenome	GAZ:Puerto Rico	0	True	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Apis mellifera	H-CJV175	7460	True	18.22	-65.99	XXQIITAXX	True	True	completed	150	XXQIITAXX	male	749906	Bee_Microbiome	Gurabo
1064.H.CJV176	Sample 1064.H.CJV176 : Complete Head				drone	0	H.CJV176	True	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	2011-07-11 00:00:00	True	gut metagenome	GAZ:Puerto Rico	0	True	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Apis mellifera	H-CJV176	7460	True	18.22	-65.99	XXQIITAXX	True	True	completed	152	XXQIITAXX	male	749906	Bee_Microbiome	Gurabo
1064.H.CJV189	Sample 1064.H.CJV189 : Complete Head			5 days	nurse	0	H.CJV189	True	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	2011-07-11 00:00:00	False	gut metagenome	GAZ:Puerto Rico	0	True	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Apis mellifera	H-CJV189	7460	False	18.22	-65.99	XXQIITAXX	True	True	completed	178	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.H.CJV190	Sample 1064.H.CJV190 : Complete Head			5 days	nurse	0	H.CJV190	True	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	2011-07-11 00:00:00	False	gut metagenome	GAZ:Puerto Rico	0	True	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Apis mellifera	H-CJV190	7460	False	18.22	-65.99	XXQIITAXX	True	True	completed	180	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.H.CJV191	Sample 1064.H.CJV191 : Complete Head			5 days	nurse	0	H.CJV191	True	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	2011-07-12 00:00:00	False	gut metagenome	GAZ:Puerto Rico	0	True	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Apis mellifera	H-CJV191	7460	False	18.22	-65.99	XXQIITAXX	True	True	completed	182	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.H.CJV192	Sample 1064.H.CJV192 : Complete Head			5 days	nurse	0	H.CJV192	True	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	2011-07-12 00:00:00	False	gut metagenome	GAZ:Puerto Rico	0	True	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Apis mellifera	H-CJV192	7460	False	18.22	-65.99	XXQIITAXX	True	True	completed	184	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.H.CJV193	Sample 1064.H.CJV193 : Complete Head			5 days	nurse	0	H.CJV193	True	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	2011-07-12 00:00:00	False	gut metagenome	GAZ:Puerto Rico	0	True	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Apis mellifera	H-CJV193	7460	False	18.22	-65.99	XXQIITAXX	True	True	completed	186	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.H.CJV194	Sample 1064.H.CJV194 : Complete Head			5 days	nurse	0	H.CJV194	True	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	2011-07-12 00:00:00	False	gut metagenome	GAZ:Puerto Rico	0	True	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Apis mellifera	H-CJV194	7460	False	18.22	-65.99	XXQIITAXX	True	True	completed	188	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.H.CJV195	Sample 1064.H.CJV195 : Complete Head			12 days	worker	0	H.CJV195	True	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	2011-07-12 00:00:00	False	gut metagenome	GAZ:Puerto Rico	0	True	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Apis mellifera	H-CJV195	7460	False	18.22	-65.99	XXQIITAXX	True	True	completed	190	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.H.CJV196	Sample 1064.H.CJV196 : Complete Head			12 days	worker	0	H.CJV196	True	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	2011-07-12 00:00:00	False	gut metagenome	GAZ:Puerto Rico	0	True	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Apis mellifera	H-CJV196	7460	False	18.22	-65.99	XXQIITAXX	True	True	completed	192	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.H.CJV197	Sample 1064.H.CJV197 : Complete Head			12 days	worker	0	H.CJV197	True	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	2011-07-12 00:00:00	False	gut metagenome	GAZ:Puerto Rico	0	True	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Apis mellifera	H-CJV197	7460	False	18.22	-65.99	XXQIITAXX	True	True	completed	194	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.H.CJV198	Sample 1064.H.CJV198 : Complete Head			12 days	worker	0	H.CJV198	True	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	2011-07-12 00:00:00	False	gut metagenome	GAZ:Puerto Rico	0	True	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Apis mellifera	H-CJV198	7460	False	18.22	-65.99	XXQIITAXX	True	True	completed	196	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.H.CJV199	Sample 1064.H.CJV199 : Complete Head			12 days	worker	0	H.CJV199	True	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	2011-07-12 00:00:00	False	gut metagenome	GAZ:Puerto Rico	0	True	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Apis mellifera	H-CJV199	7460	False	18.22	-65.99	XXQIITAXX	True	True	completed	198	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.H.CJV200	Sample 1064.H.CJV200 : Complete Head			12 days	worker	0	H.CJV200	True	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	2011-07-12 00:00:00	False	gut metagenome	GAZ:Puerto Rico	0	True	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Apis mellifera	H-CJV200	7460	False	18.22	-65.99	XXQIITAXX	True	True	completed	200	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.H.CJV201	Sample 1064.H.CJV201 : Complete Head			21 days	worker	0	H.CJV201	True	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	2011-07-12 00:00:00	True	gut metagenome	GAZ:Puerto Rico	0	True	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Apis mellifera	H-CJV201	7460	True	18.22	-65.99	XXQIITAXX	True	True	completed	202	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.H.CJV202	Sample 1064.H.CJV202 : Complete Head			21 days	worker	0	H.CJV202	True	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	2011-07-12 00:00:00	True	gut metagenome	GAZ:Puerto Rico	0	True	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Apis mellifera	H-CJV202	7460	True	18.22	-65.99	XXQIITAXX	True	True	completed	204	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.H.CJV203	Sample 1064.H.CJV203 : Complete Head			21 days	worker	0	H.CJV203	True	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	2011-07-12 00:00:00	True	gut metagenome	GAZ:Puerto Rico	0	True	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Apis mellifera	H-CJV203	7460	True	18.22	-65.99	XXQIITAXX	True	True	completed	206	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.H.CJV204	Sample 1064.H.CJV204 : Complete Head			21 days	worker	0	H.CJV204	True	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	2011-07-12 00:00:00	True	gut metagenome	GAZ:Puerto Rico	0	True	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Apis mellifera	H-CJV204	7460	True	18.22	-65.99	XXQIITAXX	True	True	completed	208	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.H.CJV205	Sample 1064.H.CJV205 : Complete Head			21 days	worker	0	H.CJV205	True	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	2011-07-12 00:00:00	True	gut metagenome	GAZ:Puerto Rico	0	True	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Apis mellifera	H-CJV205	7460	True	18.22	-65.99	XXQIITAXX	True	True	completed	210	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.H.CJV206	Sample 1064.H.CJV206 : Complete Head			21 days	worker	0	H.CJV206	True	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	2011-07-12 00:00:00	True	gut metagenome	GAZ:Puerto Rico	0	True	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Apis mellifera	H-CJV206	7460	True	18.22	-65.99	XXQIITAXX	True	True	completed	212	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.H.CJV207	Sample 1064.H.CJV207 : Complete Head				queen	0	H.CJV207	True	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	2008-10-23 00:00:00	True	gut metagenome	GAZ:Puerto Rico	0	True	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Apis mellifera	H-CJV207	7460	True	18.22	-65.99	XXQIITAXX	True	True	completed	140	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.H.CJV227	Sample 1064.H.CJV227 : Complete Head			1 days	worker	0	H.CJV227	True	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	2011-07-16 00:00:00	False	gut metagenome	GAZ:Puerto Rico	0	True	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Apis mellifera	H-CJV227	7460	False	18.22	-65.99	XXQIITAXX	True	True	completed	226	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.H.CJV228	Sample 1064.H.CJV228 : Complete Head			1 days	worker	0	H.CJV228	True	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	2011-07-16 00:00:00	False	gut metagenome	GAZ:Puerto Rico	0	True	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Apis mellifera	H-CJV228	7460	False	18.22	-65.99	XXQIITAXX	True	True	completed	228	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.H.CJV229	Sample 1064.H.CJV229 : Complete Head			1 days	worker	0	H.CJV229	True	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	2011-07-16 00:00:00	False	gut metagenome	GAZ:Puerto Rico	0	True	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Apis mellifera	H-CJV229	7460	False	18.22	-65.99	XXQIITAXX	True	True	completed	230	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.H.CJV230	Sample 1064.H.CJV230 : Complete Head			1 days	worker	0	H.CJV230	True	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	2011-07-16 00:00:00	False	gut metagenome	GAZ:Puerto Rico	0	True	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Apis mellifera	H-CJV230	7460	False	18.22	-65.99	XXQIITAXX	True	True	completed	232	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.H.CJV231	Sample 1064.H.CJV231 : Complete Head			1 days	worker	0	H.CJV231	True	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	2011-07-16 00:00:00	False	gut metagenome	GAZ:Puerto Rico	0	True	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Apis mellifera	H-CJV231	7460	False	18.22	-65.99	XXQIITAXX	True	True	completed	234	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.H.CJV232	Sample 1064.H.CJV232 : Complete Head			1 days	worker	0	H.CJV232	True	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	2011-07-16 00:00:00	False	gut metagenome	GAZ:Puerto Rico	0	True	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Apis mellifera	H-CJV232	7460	False	18.22	-65.99	XXQIITAXX	True	True	completed	236	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.H.CV01	Sample 1064.H.CV01 : Complete Head			1 days	worker	0	H.CV01	True	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	2050-01-01 00:00:00	False	gut metagenome	GAZ:Puerto Rico	0	True	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Apis mellifera	H-CV01	7460	False	18.22	-65.99	XXQIITAXX	True	True	completed	31	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.H.CV02	Sample 1064.H.CV02 : Complete Head			1 days	worker	0	H.CV02	True	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	2050-01-01 00:00:00	False	gut metagenome	GAZ:Puerto Rico	0	True	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Apis mellifera	H-CV02	7460	False	18.22	-65.99	XXQIITAXX	True	True	completed	33	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.H.CV03	Sample 1064.H.CV03 : Complete Head			1 days	worker	0	H.CV03	True	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	2050-01-01 00:00:00	False	gut metagenome	GAZ:Puerto Rico	0	True	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Apis mellifera	H-CV03	7460	False	18.22	-65.99	XXQIITAXX	True	True	completed	35	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.H.CV04	Sample 1064.H.CV04 : Complete Head			1 days	worker	0	H.CV04	True	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	2050-01-01 00:00:00	False	gut metagenome	GAZ:Puerto Rico	0	True	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Apis mellifera	H-CV04	7460	False	18.22	-65.99	XXQIITAXX	True	True	completed	37	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.H.CV05	Sample 1064.H.CV05 : Complete Head			1 days	worker	0	H.CV05	True	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	2050-01-01 00:00:00	False	gut metagenome	GAZ:Puerto Rico	0	True	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Apis mellifera	H-CV05	7460	False	18.22	-65.99	XXQIITAXX	True	True	completed	39	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.H.CV06	Sample 1064.H.CV06 : Complete Head			1 days	worker	0	H.CV06	True	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	2050-01-01 00:00:00	False	gut metagenome	GAZ:Puerto Rico	0	True	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Apis mellifera	H-CV06	7460	False	18.22	-65.99	XXQIITAXX	True	True	completed	41	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.H.CV10	Sample 1064.H.CV10 : Complete Head			4 days	nurse	0	H.CV10	True	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	2050-01-01 00:00:00	False	gut metagenome	GAZ:Puerto Rico	0	True	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Apis mellifera	H-CV10	7460	False	18.22	-65.99	XXQIITAXX	True	True	completed	43	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.H.CV108	Sample 1064.H.CV108 : Complete Head				queen	0	H.CV108	True	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	2050-01-01 00:00:00	True	gut metagenome	GAZ:Puerto Rico	0	True	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Apis mellifera	H-CV108	7460	True	18.22	-65.99	XXQIITAXX	True	True	completed	5	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.H.CV11	Sample 1064.H.CV11 : Complete Head			4 days	nurse	0	H.CV11	True	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	2050-01-01 00:00:00	False	gut metagenome	GAZ:Puerto Rico	0	True	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Apis mellifera	H-CV11	7460	False	18.22	-65.99	XXQIITAXX	True	True	completed	45	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.H.CV12	Sample 1064.H.CV12 : Complete Head			4 days	nurse	0	H.CV12	True	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	2050-01-01 00:00:00	False	gut metagenome	GAZ:Puerto Rico	0	True	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Apis mellifera	H-CV12	7460	False	18.22	-65.99	XXQIITAXX	True	True	completed	47	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.H.CV209	Sample 1064.H.CV209 : Complete Head			1 days	worker	0	H.CV209	True	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	2011-07-11 00:00:00	False	gut metagenome	GAZ:Puerto Rico	0	True	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Apis mellifera	H-CV209	7460	False	18.22	-65.99	XXQIITAXX	True	True	completed	286	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.H.CV210	Sample 1064.H.CV210 : Complete Head			1 days	worker	0	H.CV210	True	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	2011-07-11 00:00:00	False	gut metagenome	GAZ:Puerto Rico	0	True	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Apis mellifera	H-CV210	7460	False	18.22	-65.99	XXQIITAXX	True	True	completed	288	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.H.CV211	Sample 1064.H.CV211 : Complete Head			1 days	worker	0	H.CV211	True	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	2011-07-11 00:00:00	False	gut metagenome	GAZ:Puerto Rico	0	True	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Apis mellifera	H-CV211	7460	False	18.22	-65.99	XXQIITAXX	True	True	completed	290	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.H.CV212	Sample 1064.H.CV212 : Complete Head			1 days	worker	0	H.CV212	True	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	2011-07-11 00:00:00	False	gut metagenome	GAZ:Puerto Rico	0	True	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Apis mellifera	H-CV212	7460	False	18.22	-65.99	XXQIITAXX	True	True	completed	292	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.H.CV213	Sample 1064.H.CV213 : Complete Head			1 days	worker	0	H.CV213	True	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	2011-07-11 00:00:00	False	gut metagenome	GAZ:Puerto Rico	0	True	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Apis mellifera	H-CV213	7460	False	18.22	-65.99	XXQIITAXX	True	True	completed	294	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.H.CV214	Sample 1064.H.CV214 : Complete Head			1 days	worker	0	H.CV214	True	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	2011-07-11 00:00:00	False	gut metagenome	GAZ:Puerto Rico	0	True	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Apis mellifera	H-CV214	7460	False	18.22	-65.99	XXQIITAXX	True	True	completed	296	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.H.CV233	Sample 1064.H.CV233 : Complete Head			7 days	nurse	0	H.CV233	True	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	2011-07-11 00:00:00	False	gut metagenome	GAZ:Puerto Rico	0	True	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Apis mellifera	H-CV233	7460	False	18.22	-65.99	XXQIITAXX	True	True	completed	298	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.H.CV234	Sample 1064.H.CV234 : Complete Head			7 days	nurse	0	H.CV234	True	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	2011-07-11 00:00:00	False	gut metagenome	GAZ:Puerto Rico	0	True	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Apis mellifera	H-CV234	7460	False	18.22	-65.99	XXQIITAXX	True	True	completed	300	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.H.CV235	Sample 1064.H.CV235 : Complete Head			7 days	nurse	0	H.CV235	True	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	2011-07-11 00:00:00	False	gut metagenome	GAZ:Puerto Rico	0	True	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Apis mellifera	H-CV235	7460	False	18.22	-65.99	XXQIITAXX	True	True	completed	302	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.H.CV236	Sample 1064.H.CV236 : Complete Head			7 days	nurse	0	H.CV236	True	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	2011-07-11 00:00:00	False	gut metagenome	GAZ:Puerto Rico	0	True	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Apis mellifera	H-CV236	7460	False	18.22	-65.99	XXQIITAXX	True	True	completed	304	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.H.CV237	Sample 1064.H.CV237 : Complete Head			7 days	nurse	0	H.CV237	True	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	2011-07-11 00:00:00	False	gut metagenome	GAZ:Puerto Rico	0	True	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Apis mellifera	H-CV237	7460	False	18.22	-65.99	XXQIITAXX	True	True	completed	306	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.H.CV238	Sample 1064.H.CV238 : Complete Head			7 days	nurse	0	H.CV238	True	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	2011-07-11 00:00:00	False	gut metagenome	GAZ:Puerto Rico	0	True	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Apis mellifera	H-CV238	7460	False	18.22	-65.99	XXQIITAXX	True	True	completed	308	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.H.CV239	Sample 1064.H.CV239 : Complete Head			1 days	worker	0	H.CV239	True	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	2011-12-18 00:00:00	False	gut metagenome	GAZ:Puerto Rico	0	True	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Apis mellifera	H-CV239	7460	False	18.22	-65.99	XXQIITAXX	True	True	completed	93	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.H.CV240	Sample 1064.H.CV240 : Complete Head			1 days	worker	0	H.CV240	True	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	2011-12-18 00:00:00	False	gut metagenome	GAZ:Puerto Rico	0	True	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Apis mellifera	H-CV240	7460	False	18.22	-65.99	XXQIITAXX	True	True	completed	95	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.H.CV241	Sample 1064.H.CV241 : Complete Head			1 days	worker	0	H.CV241	True	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	2008-06-13 00:00:00	False	gut metagenome	GAZ:Puerto Rico	0	True	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Apis mellifera	H-CV241	7460	False	18.22	-65.99	XXQIITAXX	True	True	completed	97	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
